id	source_file	source_line	category	verbatim	literals
r-package-conventions-019	.claude/rules/r-package-conventions.md	50	value	"**Result of violations:** `checking for code/documentation mismatches ... WARNING`, which blocks CI."	checking for code/documentation mismatches ... WARNING
r-package-conventions-020	.claude/rules/r-package-conventions.md	54	requirement	"Every data frame column must have a `\item{}` entry"	\item{}
r-package-conventions-021	.claude/rules/r-package-conventions.md	54	prohibition	"no "key columns only" approach with a note about undocumented columns."	
r-package-conventions-022	.claude/rules/r-package-conventions.md	56	requirement	"Use **exactly one `\describe{}` block** in the `@format` section, regardless of how many conceptual groups the columns fall into."	\describe{};@format
r-package-conventions-023	.claude/rules/r-package-conventions.md	58	procedure	"If you want to group columns (e.g., "Benchmark variables"), do it with narrative prose inside the `@description`"	@description
r-package-conventions-024	.claude/rules/r-package-conventions.md	58	prohibition	"not with a second `\describe{}`."	\describe{}
r-package-conventions-025	.claude/rules/r-package-conventions.md	62	requirement	"# Correct — single \describe{} block, all columns covered"	\describe{}
r-package-conventions-026	.claude/rules/r-package-conventions.md	63	value	"#' @format A data frame with 500 rows and 6 columns:"	@format
r-package-conventions-027	.claude/rules/r-package-conventions.md	64	requirement	"#' \describe{ #'   \item{id}{Integer. Row identifier.} #'   \item{gender}{Numeric. 1 = Male, 2 = Female.} #'   \item{age}{Numeric. Age in years.} #'   \item{registered}{Integer. Registered to vote: 1 = Yes, 0 = No.} #'   \item{vote14}{Integer. Voted in 2014: 1 = Yes, 0 = No.} #'   \item{weight}{Numeric. Survey weight.} #' }"	\describe{};\item{}
r-package-conventions-028	.claude/rules/r-package-conventions.md	73	prohibition	"# Wrong — second \describe{} block is invisible to codoc"	\describe{};codoc
r-package-conventions-029	.claude/rules/r-package-conventions.md	74	prohibition	"#' @format A data frame with 500 rows and 6 columns. Key columns:"	@format
r-package-conventions-030	.claude/rules/r-package-conventions.md	81	prohibition	"#' Benchmark variables: #' \describe{ #'   \item{registered}{Integer. Registered to vote: 1 = Yes, 0 = No.} #'   \item{vote14}{Integer. Voted in 2014: 1 = Yes, 0 = No.} #'   \item{weight}{Numeric. Survey weight.} #' }"	\describe{};\item{}
r-package-conventions-031	.claude/rules/r-package-conventions.md	91	procedure	"Before writing roxygen2 for a new dataset, run: `names(my_dataset)  # get the full column list`"	names(my_dataset);roxygen2
r-package-conventions-032	.claude/rules/r-package-conventions.md	97	requirement	"Then write one `\item{}` per column."	\item{}
r-package-conventions-033	.claude/rules/r-package-conventions.md	97	procedure	"Use `attr(my_dataset[[col]], "label")` to get the original variable label if the dataset came from an SPSS/Stata file."	attr(my_dataset[[col]], "label")
r-package-conventions-034	.claude/rules/r-package-conventions.md	105	requirement	"Export policy: user-facing functions + S7 classes"	S7
r-package-conventions-035	.claude/rules/r-package-conventions.md	107	requirement	"Both **user-facing functions** and **S7 class objects** are exported."	S7
r-package-conventions-036	.claude/rules/r-package-conventions.md	107	value	"S7 classes are part of the documented API."	S7
r-package-conventions-037	.claude/rules/r-package-conventions.md	109	tiebreaker	"This applies to whichever package **defines** the class."	
r-package-conventions-038	.claude/rules/r-package-conventions.md	109	prohibition	"A package that consumes classes from elsewhere exports none of them."	
r-package-conventions-039	.claude/rules/r-package-conventions.md	110	mapping	"surveywts is one such package: every class it works with is defined in surveycore, so its `NAMESPACE` holds function exports only — see `surveywts-conventions.md` §6."	NAMESPACE;surveywts-conventions.md
r-package-conventions-040	.claude/rules/r-package-conventions.md	115	requirement	"# User-facing function — export with @export #' @export my_function <- function(...) { ... }"	@export
r-package-conventions-041	.claude/rules/r-package-conventions.md	119	requirement	"# S7 class — export with @export #' @export my_class <- S7::new_class("my_class", ...)"	@export;S7::new_class
r-package-conventions-042	.claude/rules/r-package-conventions.md	125	prohibition	"Unexported: All `.`-prefixed helpers (`.internal_fn()`)"	.internal_fn()
r-package-conventions-043	.claude/rules/r-package-conventions.md	126	prohibition	"Unexported: Internal S7 generics not part of public API"	S7
r-package-conventions-044	.claude/rules/r-package-conventions.md	128	requirement	"`::` everywhere — no `@importFrom`"	::;@importFrom
r-package-conventions-045	.claude/rules/r-package-conventions.md	130	requirement	"Call all external package functions with `::`."	::
r-package-conventions-046	.claude/rules/r-package-conventions.md	130	prohibition	"No `@importFrom` in any source file."	@importFrom
r-package-conventions-047	.claude/rules/r-package-conventions.md	134	requirement	"# Correct result <- rlang::enquo(x)"	rlang::enquo
r-package-conventions-048	.claude/rules/r-package-conventions.md	135	requirement	"cli::cli_abort("message", class = "error_class")"	cli::cli_abort;class =
r-package-conventions-049	.claude/rules/r-package-conventions.md	138	prohibition	"# Wrong result <- enquo(x)           # requires @importFrom rlang enquo"	@importFrom rlang enquo
r-package-conventions-050	.claude/rules/r-package-conventions.md	139	prohibition	"cli_abort("message")         # requires @importFrom cli cli_abort"	@importFrom cli cli_abort
r-package-conventions-051	.claude/rules/r-package-conventions.md	142	tiebreaker	"**Why:** Maximally explicit about function origins. Namespace lookup overhead is negligible for R code (not the bottleneck)."	
r-package-conventions-052	.claude/rules/r-package-conventions.md	144	prohibition	"No re-exports"	
r-package-conventions-053	.claude/rules/r-package-conventions.md	146	prohibition	"Do not re-export the pipe, tidyselect helpers, or other utility functions."	
r-package-conventions-054	.claude/rules/r-package-conventions.md	146	value	"Users who need them have tidyverse/rlang loaded."	
r-package-conventions-055	.claude/rules/r-package-conventions.md	149	prohibition	"# Wrong — don't do this #' @importFrom magrittr %>% #' @export `%>%` <- magrittr::`%>%`"	@importFrom magrittr %>%;@export;magrittr
r-package-conventions-056	.claude/rules/r-package-conventions.md	155	prohibition	"`NAMESPACE` is never manually edited"	NAMESPACE
r-package-conventions-057	.claude/rules/r-package-conventions.md	157	value	"`NAMESPACE` carries the `# Generated by roxygen2: do not edit by hand` header."	NAMESPACE;# Generated by roxygen2: do not edit by hand
r-package-conventions-058	.claude/rules/r-package-conventions.md	157	value	"It is a build artifact."	
r-package-conventions-059	.claude/rules/r-package-conventions.md	159	requirement	"**Every export, import, and S3 method registration must come from a roxygen2 tag.**"	roxygen2;S3method()
r-package-conventions-060	.claude/rules/r-package-conventions.md	161	tiebreaker	"If roxygen2 can't express something, find a roxygen2 solution — do not work around it with manual edits."	roxygen2
r-package-conventions-061	.claude/rules/r-package-conventions.md	169	value	"**All PRs must pass with:** 0 errors"	0 errors
r-package-conventions-062	.claude/rules/r-package-conventions.md	171	value	"**All PRs must pass with:** 0 warnings"	0 warnings
r-package-conventions-063	.claude/rules/r-package-conventions.md	172	value	"**All PRs must pass with:** ≤2 notes (see approved notes below)"	≤2 notes
r-package-conventions-064	.claude/rules/r-package-conventions.md	176	value	"These two notes are acceptable and do not block merging:"	
r-package-conventions-065	.claude/rules/r-package-conventions.md	180	mapping	"`no visible binding for global variable 'X'` | Tidy-select bare names | Universal in tidy packages"	no visible binding for global variable 'X'
r-package-conventions-066	.claude/rules/r-package-conventions.md	181	mapping	"`checking CRAN incoming feasibility` | Package not on CRAN yet | Informational only"	checking CRAN incoming feasibility;CRAN
r-package-conventions-067	.claude/rules/r-package-conventions.md	183	requirement	"Any other note is treated as a bug and blocks the PR."	
r-package-conventions-068	.claude/rules/r-package-conventions.md	185	requirement	"NSE "no visible binding" notes: accept, don't suppress"	no visible binding
r-package-conventions-069	.claude/rules/r-package-conventions.md	187	prohibition	"Do not suppress NSE notes with `utils::globalVariables()`."	utils::globalVariables()
r-package-conventions-070	.claude/rules/r-package-conventions.md	187	prohibition	"Do not change examples to use `.data$var` syntax."	.data$var
r-package-conventions-071	.claude/rules/r-package-conventions.md	189	procedure	"The note is pre-approved. Accept it and move on."	
r-package-conventions-072	.claude/rules/r-package-conventions.md	193	procedure	"**Local development:** `devtools::check()  # Fast feedback, no --as-cran flag`"	devtools::check();--as-cran
r-package-conventions-073	.claude/rules/r-package-conventions.md	198	value	"**CI (GitHub Actions):** `args: 'c("--as-cran", "--no-manual")'`"	--as-cran;--no-manual
r-package-conventions-074	.claude/rules/r-package-conventions.md	203	tiebreaker	"Switch to `--as-cran` locally only in the Polish release when CRAN submission is imminent."	--as-cran;CRAN
r-package-conventions-075	.claude/rules/r-package-conventions.md	207	requirement	"Run `devtools::document()` **before committing** any file that changes roxygen2 content"	devtools::document();roxygen2
r-package-conventions-076	.claude/rules/r-package-conventions.md	212	procedure	"git add NAMESPACE man/my_function.Rd"	NAMESPACE;man/my_function.Rd
r-package-conventions-077	.claude/rules/r-package-conventions.md	213	procedure	"git commit -m "docs(functions): update roxygen""	docs(functions): update roxygen
r-package-conventions-078	.claude/rules/r-package-conventions.md	216	requirement	"NAMESPACE and `man/` files are committed to version control"	NAMESPACE;man/
r-package-conventions-079	.claude/rules/r-package-conventions.md	216	requirement	"[NAMESPACE and `man/` files] must be in sync with source."	NAMESPACE;man/
r-package-conventions-080	.claude/rules/r-package-conventions.md	220	requirement	"Specify **lower bounds** for all `Imports` dependencies."	Imports
r-package-conventions-081	.claude/rules/r-package-conventions.md	220	requirement	"Set the bound to the oldest version where the required feature exists."	
r-package-conventions-082	.claude/rules/r-package-conventions.md	224	value	"Imports: cli (>= 3.6.0),        # cli_abort() with class= argument"	Imports;cli (>= 3.6.0);cli_abort();class=
r-package-conventions-083	.claude/rules/r-package-conventions.md	225	value	"rlang (>= 1.1.0),      # rlang::check_required()"	rlang (>= 1.1.0);rlang::check_required()
r-package-conventions-084	.claude/rules/r-package-conventions.md	226	value	"S7 (>= 0.1.0)          # S7 class system"	S7 (>= 0.1.0)
r-package-conventions-085	.claude/rules/r-package-conventions.md	227	value	"Suggests: testthat (>= 3.0.0)"	Suggests;testthat (>= 3.0.0)
r-package-conventions-086	.claude/rules/r-package-conventions.md	231	prohibition	"Do NOT use exact version pins (`==`)."	==
r-package-conventions-087	.claude/rules/r-package-conventions.md	231	value	"They are rejected by CRAN and too fragile."	CRAN
r-package-conventions-088	.claude/rules/r-package-conventions.md	239	requirement	"All surveyverse packages include: [the DESCRIPTION fields listed below]"	DESCRIPTION
r-package-conventions-089	.claude/rules/r-package-conventions.md	242	value	"Package: surveyXXX"	Package:
r-package-conventions-090	.claude/rules/r-package-conventions.md	243	value	"Title: [Descriptive title matching the package role]"	Title:
r-package-conventions-091	.claude/rules/r-package-conventions.md	244	value	"Version: 0.0.0.9000"	Version:;0.0.0.9000
r-package-conventions-092	.claude/rules/r-package-conventions.md	245	value	"Authors@R: person("Jacob", "Dennen", role = c("aut", "cre"), email = "...")"	Authors@R:;aut;cre
r-package-conventions-093	.claude/rules/r-package-conventions.md	246	value	"Description: [1-2 sentence description of what the package does]"	Description:
r-package-conventions-094	.claude/rules/r-package-conventions.md	247	value	"License: GPL-3"	License:;GPL-3
r-package-conventions-095	.claude/rules/r-package-conventions.md	248	value	"Encoding: UTF-8"	Encoding:;UTF-8
r-package-conventions-096	.claude/rules/r-package-conventions.md	249	value	"Roxygen: list(markdown = TRUE)"	Roxygen:;list(markdown = TRUE)
r-package-conventions-097	.claude/rules/r-package-conventions.md	250	value	"RoxygenNote: 7.x.x"	RoxygenNote:;7.x.x
r-package-conventions-098	.claude/rules/r-package-conventions.md	253	mapping	"Package documentation (surveypkg-package.R)"	surveypkg-package.R
r-package-conventions-099	.claude/rules/r-package-conventions.md	255	requirement	"Every surveyverse package has a documented entry point:"	
r-package-conventions-100	.claude/rules/r-package-conventions.md	258	value	"#' surveytidy: dplyr/tidyr verbs for survey objects"	
r-package-conventions-101	.claude/rules/r-package-conventions.md	260	requirement	"#' @description #' surveytidy provides dplyr and tidyr verbs that work with survey design objects #' from surveycore, allowing..."	@description
r-package-conventions-102	.claude/rules/r-package-conventions.md	264	requirement	"#' @section Key Functions: #' - [filter()] — domain-aware filtering #' - [select()] — column selection #' - [mutate()] — add/modify variables"	@section Key Functions:
r-package-conventions-103	.claude/rules/r-package-conventions.md	269	requirement	"#' @section Documentation: #' For ecosystem architecture, see [the ecosystem guide](../survey-standards/ECOSYSTEM.md)."	@section Documentation:;../survey-standards/ECOSYSTEM.md
r-package-conventions-104	.claude/rules/r-package-conventions.md	272	requirement	"#' @keywords internal"	@keywords internal
r-package-conventions-105	.claude/rules/r-package-conventions.md	273	value	""_PACKAGE""	"_PACKAGE"
r-package-conventions-106	.claude/rules/r-package-conventions.md	281	requirement	"**Do this in every surveyverse package:** 1. Use `::` for all external package calls (no `@importFrom`)"	::;@importFrom
r-package-conventions-107	.claude/rules/r-package-conventions.md	282	prohibition	"**Do this in every surveyverse package:** 2. Never manually edit `NAMESPACE` — use roxygen2"	NAMESPACE;roxygen2
r-package-conventions-108	.claude/rules/r-package-conventions.md	283	requirement	"**Do this in every surveyverse package:** 3. Run `devtools::document()` before committing code with roxygen changes"	devtools::document()
r-package-conventions-109	.claude/rules/r-package-conventions.md	284	requirement	"**Do this in every surveyverse package:** 4. Run `devtools::check()` before opening PRs"	devtools::check()
r-package-conventions-110	.claude/rules/r-package-conventions.md	285	requirement	"**Do this in every surveyverse package:** 5. Export user-facing functions and S7 classes only"	S7
r-package-conventions-111	.claude/rules/r-package-conventions.md	286	requirement	"**Do this in every surveyverse package:** 6. For datasets: one `\describe{}` block in `@format`; every column must have `\item{}`; never split into multiple blocks"	\describe{};@format;\item{}
r-package-conventions-112	.claude/rules/r-package-conventions.md	289	mapping	"**For function-level roxygen2 documentation**, see `function-documentation.md` in each package."	function-documentation.md;roxygen2
r-package-conventions-113	.claude/rules/r-package-conventions.md	290	mapping	"**For package-specific details**, see the local conventions file in each package."	
