id	source_file	source_line	category	verbatim	literals
function-documentation-080	.claude/rules/function-documentation.md	166	requirement	"Include whenever the function accepts objects that may carry replicate weights and the handling differs from the scalar-weight path."	Replicate Weights
function-documentation-081	.claude/rules/function-documentation.md	169	mapping	"5. **Limitations** — known failure modes, cases where results are unreliable without an error being thrown, when to prefer an alternative function."	Limitations
function-documentation-082	.claude/rules/function-documentation.md	172	mapping	"6. **Warnings** — when warnings may occur and how to resolve them."	Warnings
function-documentation-083	.claude/rules/function-documentation.md	172	prohibition	"Plain language only — no warning class names."	Warnings
function-documentation-084	.claude/rules/function-documentation.md	177	requirement	"Required for any function implementing a published method"	@references
function-documentation-085	.claude/rules/function-documentation.md	178	requirement	"Use standard academic citation format"	@references
function-documentation-086	.claude/rules/function-documentation.md	181	value	"Kish, L. (1965). _Survey Sampling_. John Wiley & Sons."	Kish, L. (1965);Survey Sampling;John Wiley & Sons
function-documentation-087	.claude/rules/function-documentation.md	184	requirement	"**In-line citations** (e.g., "Kish (1965)" within description or section text): optional, and only if verified against the `comprehension.md` for the relevant spec."	comprehension.md;Kish (1965)
function-documentation-088	.claude/rules/function-documentation.md	186	requirement	"If no `comprehension.md` exists for the spec, omit in-line citations entirely."	comprehension.md
function-documentation-089	.claude/rules/function-documentation.md	187	tiebreaker	"Incorrect in-line citations are worse than none."	
function-documentation-090	.claude/rules/function-documentation.md	191	requirement	"Required (not optional) in three cases"	@seealso;three
function-documentation-091	.claude/rules/function-documentation.md	193	requirement	"**Dispatchers** — must link to every function the dispatcher routes to"	@seealso
function-documentation-092	.claude/rules/function-documentation.md	194	requirement	"**Sibling functions** — must link to all other functions in the same `@family`"	@seealso;@family
function-documentation-093	.claude/rules/function-documentation.md	196	requirement	"**Canonical companions** — closely related functions a user would naturally reach for next (e.g., `ipw()` → `summarize_weights()`)"	@seealso;ipw();summarize_weights()
function-documentation-094	.claude/rules/function-documentation.md	201	requirement	"**Package data required.** All examples must use package data."	@examples
function-documentation-095	.claude/rules/function-documentation.md	201	procedure	"If a function's examples cannot use existing package data as-is, flag the relevant dataset for remediation in planning docs"	
function-documentation-096	.claude/rules/function-documentation.md	203	prohibition	"do not substitute inline data as a workaround"	
function-documentation-097	.claude/rules/function-documentation.md	205	prohibition	"**`\dontrun{}`** Do not use `\dontrun{}` except for examples that genuinely require external resources (e.g., a live database connection or network call)."	\dontrun{}
function-documentation-098	.claude/rules/function-documentation.md	207	requirement	"Every other example must run successfully during `R CMD check`."	R CMD check
function-documentation-099	.claude/rules/function-documentation.md	211	requirement	"Always: the simplest working call, over a survey object built from package data."	@examples
function-documentation-100	.claude/rules/function-documentation.md	212	prohibition	"A plain `data.frame` cannot be the input — every weighting function rejects one"	data.frame
function-documentation-101	.claude/rules/function-documentation.md	214	requirement	"Always: one example per input class the function accepts, demonstrating the unique behavior of that class, not just that it compiles"	@examples
function-documentation-102	.claude/rules/function-documentation.md	216	requirement	"When an argument accepts multiple formats (e.g., two `targets` formats in calibration functions): show each format"	targets
function-documentation-103	.claude/rules/function-documentation.md	218	requirement	"When a function has a `method` or `algorithm` argument: demonstrate each method"	method;algorithm
function-documentation-104	.claude/rules/function-documentation.md	220	requirement	"When a `by` argument is present: show its effect on output structure"	by
function-documentation-105	.claude/rules/function-documentation.md	224	requirement	"Comments explain **why**, not what — "what" comments are noise; the code itself shows what"	
function-documentation-106	.claude/rules/function-documentation.md	226	requirement	"Section headers are the exception: use them to label the scenario being demonstrated"	
function-documentation-107	.claude/rules/function-documentation.md	228	value	"Section header format: `# Brief scenario label ---------------------------`"	# Brief scenario label
function-documentation-108	.claude/rules/function-documentation.md	229	value	"(dashes fill to ~76 characters, consistent with air formatter style)"	76;air
function-documentation-109	.claude/rules/function-documentation.md	231	value	"**Length.** If the example block exceeds ~25 lines, consider whether the longer cases belong in a vignette rather than `@examples`."	25;@examples
function-documentation-110	.claude/rules/function-documentation.md	236	prohibition	"**Input validation errors:** do not document in help pages — this is redundant with `@param`"	@param
function-documentation-111	.claude/rules/function-documentation.md	238	requirement	"**Algorithmic errors** (e.g., convergence failure, rank-deficient system): document in the Convergence section or the relevant named section"	Convergence
function-documentation-112	.claude/rules/function-documentation.md	240	requirement	"**Warnings:** document in the Warnings section — plain language description of when the warning occurs and how to resolve it"	Warnings
function-documentation-113	.claude/rules/function-documentation.md	241	prohibition	"no warning class names"	Warnings
function-documentation-114	.claude/rules/function-documentation.md	245	requirement	"**Inline code** (backticks) for simple arithmetic and ratios with no subscripts, superscripts, Greek letters, or summation notation"	
function-documentation-115	.claude/rules/function-documentation.md	247	value	"`sd(w) / mean(w)` — acceptable as inline code"	sd(w) / mean(w)
function-documentation-116	.claude/rules/function-documentation.md	248	value	"`w / mean(w)` — acceptable as inline code"	w / mean(w)
function-documentation-117	.claude/rules/function-documentation.md	249	value	"`[lower, upper]` — acceptable as inline code"	[lower, upper]
function-documentation-118	.claude/rules/function-documentation.md	250	requirement	"**`\eqn{}`** for inline mathematical expressions containing subscripts, superscripts, Greek letters, or summation notation"	\eqn{}
function-documentation-119	.claude/rules/function-documentation.md	252	requirement	"**`\deqn{}`** for display (standalone) mathematical equations containing any of the above"	\deqn{}
function-documentation-120	.claude/rules/function-documentation.md	254	tiebreaker	"When uncertain: if the formula renders ambiguously as monospace code, use `\eqn{}` or `\deqn{}`"	\eqn{};\deqn{}
function-documentation-121	.claude/rules/function-documentation.md	261	mapping	"Obvious one-liner | No roxygen at all"	
function-documentation-122	.claude/rules/function-documentation.md	262	mapping	"Complex enough to need explanation | `@keywords internal` + `@noRd`"	@keywords internal;@noRd
function-documentation-123	.claude/rules/function-documentation.md	265	value	"# One-liner — no roxygen needed .get_col <- function(x, col) x[[col]]"	.get_col
function-documentation-124	.claude/rules/function-documentation.md	268	value	"# Complex helper — document but suppress .Rd"	.Rd
function-documentation-125	.claude/rules/function-documentation.md	269	value	"#' Validate survey design structure #' #' @param x A survey design object. #' @returns Invisibly, `TRUE` on success (errors otherwise). #' @keywords internal #' @noRd .validate_design <- function(x) { ... }"	@param;@returns;@keywords internal;@noRd;.validate_design
function-documentation-126	.claude/rules/function-documentation.md	282	requirement	"> All Universal Rules (see preamble) apply. [Tier 1 — Utility]"	Tier 1;Universal Rules
function-documentation-127	.claude/rules/function-documentation.md	286	requirement	"Tier 1 functions are single-purpose transformations or extractions."	Tier 1
function-documentation-128	.claude/rules/function-documentation.md	286	requirement	"They apply a defined operation — possibly a published formula — but involve no iterative algorithm, no optimization, and no statistical model fitting."	Tier 1
function-documentation-129	.claude/rules/function-documentation.md	290	requirement	"**`@details` / Algorithm section.** Required only if the function has a formula. [Tier 1]"	Tier 1;@details;Algorithm
function-documentation-130	.claude/rules/function-documentation.md	291	tiebreaker	"If the operation can be described in `@description` without a formula, `@details` is likely not needed."	Tier 1;@description;@details
function-documentation-131	.claude/rules/function-documentation.md	294	requirement	"**`@section Convergence`.** Not applicable. [Tier 1]"	Tier 1;@section Convergence
function-documentation-132	.claude/rules/function-documentation.md	296	requirement	"**`@section Missing Data`.** Include if NAs in the input produce non-obvious behavior. [Tier 1]"	Tier 1;@section Missing Data
function-documentation-133	.claude/rules/function-documentation.md	299	requirement	"**`@section Replicate Weights`.** Include if the function accepts objects that may contain replicate weight columns and the behavior on those columns differs from the scalar-weight path. [Tier 1]"	Tier 1;@section Replicate Weights
function-documentation-134	.claude/rules/function-documentation.md	303	requirement	"**`@references`.** Required if the function implements a published formula. [Tier 1]"	Tier 1;@references
function-documentation-135	.claude/rules/function-documentation.md	304	requirement	"Simple rescaling or structural conversion does not require a reference."	Tier 1;@references
function-documentation-136	.claude/rules/function-documentation.md	308	mapping	"`effective_sample_size()` — has a formula (Kish 1965); requires an Algorithm section with `\deqn{}` and a `@references` entry"	Tier 1;effective_sample_size();Kish 1965;\deqn{};@references
function-documentation-137	.claude/rules/function-documentation.md	310	mapping	"`rescale_weights()` — rescales weights; simple enough that `@description` alone covers the mechanism; no Algorithm section needed"	Tier 1;rescale_weights();@description;Algorithm
function-documentation-138	.claude/rules/function-documentation.md	312	mapping	"`as_taylor_design()` — structural conversion of a `survey_replicate` to a `survey_taylor`; no formula; minimal `@details`; no `@references`"	Tier 1;as_taylor_design();survey_replicate;survey_taylor;@details;@references
function-documentation-139	.claude/rules/function-documentation.md	319	requirement	"> All Universal Rules (see preamble) apply. [Tier 2 — Standard]"	Tier 2;Universal Rules
function-documentation-140	.claude/rules/function-documentation.md	323	requirement	"Tier 2 functions involve multiple steps or decision paths but implement no iterative statistical algorithm or optimization."	Tier 2
function-documentation-141	.claude/rules/function-documentation.md	324	requirement	"The mechanism matters enough to require explanation beyond `@description`, but a full Algorithm section is not always warranted."	Tier 2;@description;Algorithm
function-documentation-142	.claude/rules/function-documentation.md	328	requirement	"**`@details` / Algorithm section.** Required when the mechanism cannot be captured in 2–3 sentences in `@description`. [Tier 2]"	Tier 2;@details;Algorithm;2–3;@description
function-documentation-143	.claude/rules/function-documentation.md	329	requirement	"When multiple method paths exist, describe each briefly"	Tier 2
function-documentation-144	.claude/rules/function-documentation.md	330	requirement	"include formulas only if the method has a named published formula"	Tier 2
function-documentation-145	.claude/rules/function-documentation.md	333	requirement	"**`@section Convergence`.** Not applicable (Tier 2 functions are not iterative)."	Tier 2;@section Convergence
function-documentation-146	.claude/rules/function-documentation.md	335	requirement	"**`@section Missing Data`.** Include when missing data handling is non-obvious or when the function accepts a `missing_method` or equivalent argument. [Tier 2]"	Tier 2;@section Missing Data;missing_method
function-documentation-147	.claude/rules/function-documentation.md	338	requirement	"**`@section Replicate Weights`.** Include if the function accepts objects that may contain replicate weight columns and the behavior on those columns differs from the scalar-weight path. [Tier 2]"	Tier 2;@section Replicate Weights
function-documentation-148	.claude/rules/function-documentation.md	342	requirement	"**`@references`.** Required if based on a published method. [Tier 2]"	Tier 2;@references
function-documentation-149	.claude/rules/function-documentation.md	346	mapping	"`adjust_nonresponse()` — multiple adjustment methods (`method` argument); Algorithm section describing each method; no Convergence section"	Tier 2;adjust_nonresponse();method;Algorithm;Convergence
function-documentation-150	.claude/rules/function-documentation.md	348	mapping	"`summarize_weights()` — descriptive output; `@description` likely sufficient without a full Algorithm section"	Tier 2;summarize_weights();@description;Algorithm
function-documentation-151	.claude/rules/function-documentation.md	350	mapping	"`redistribute_weights()` — procedural; brief Algorithm section if the redistribution rule requires more than 2–3 sentences to explain"	Tier 2;redistribute_weights();Algorithm;2–3
function-documentation-152	.claude/rules/function-documentation.md	357	requirement	"> All Universal Rules (see preamble) apply. [Tier 3 — Algorithmic]"	Tier 3;Universal Rules
function-documentation-153	.claude/rules/function-documentation.md	361	requirement	"Tier 3 functions implement a statistical algorithm with a defined formula, optimization procedure, or resampling scheme."	Tier 3
function-documentation-154	.claude/rules/function-documentation.md	362	requirement	"They may be iterative with convergence criteria."	Tier 3
function-documentation-155	.claude/rules/function-documentation.md	365	requirement	"**`@section Algorithm`.** Required. [Tier 3]"	Tier 3;@section Algorithm
function-documentation-156	.claude/rules/function-documentation.md	365	requirement	"Include formulas using `\eqn{}` / `\deqn{}` wherever notation requires subscripts, superscripts, Greek letters, or summation."	Tier 3;\eqn{};\deqn{}
function-documentation-157	.claude/rules/function-documentation.md	367	requirement	"For functions that implement multiple algorithms (distinguished by a `method` argument), use `**Bold sub-headers**` per algorithm within the same section."	Tier 3;method;**Bold sub-headers**
function-documentation-158	.claude/rules/function-documentation.md	370	requirement	"**`@section Convergence`.** Required for any iterative method. [Tier 3]"	Tier 3;@section Convergence
function-documentation-159	.claude/rules/function-documentation.md	370	requirement	"Document: the convergence criterion, the relevant tolerance parameter(s), and what happens when the algorithm fails to converge (error vs. warning, and what if anything is returned)."	Tier 3;@section Convergence
function-documentation-160	.claude/rules/function-documentation.md	375	requirement	"**`@section Missing Data`.** Required for any function with a `missing_method` argument or where NAs in predictors or weights produce non-obvious behavior. [Tier 3]"	Tier 3;@section Missing Data;missing_method
function-documentation-161	.claude/rules/function-documentation.md	378	requirement	"**`@section Replicate Weights`.** Include if the function accepts objects that may contain replicate weight columns and the behavior on those columns differs from the scalar-weight path. [Tier 3]"	Tier 3;@section Replicate Weights
function-documentation-162	.claude/rules/function-documentation.md	382	requirement	"**`@details`.** Required. [Tier 3]"	Tier 3;@details
function-documentation-163	.claude/rules/function-documentation.md	382	requirement	"Statistical details that cannot be captured in `@description` must appear here, organized into named sections."	Tier 3;@description;@details
function-documentation-164	.claude/rules/function-documentation.md	385	requirement	"**`@references`.** Required. Every Tier 3 function implements a published method and must cite its source(s)."	Tier 3;@references
function-documentation-165	.claude/rules/function-documentation.md	390	mapping	"`ipw()` — Algorithm section with the propensity model and weight formula; Convergence section for the IWLS fitting procedure; Missing Data section for `missing_method`; `@references`"	Tier 3;ipw();Algorithm;Convergence;IWLS;Missing Data;missing_method;@references
function-documentation-166	.claude/rules/function-documentation.md	393	mapping	"`calibrate_rake()` — Algorithm section with iterative proportional fitting; Convergence section; `@references`"	Tier 3;calibrate_rake();Algorithm;Convergence;@references
function-documentation-167	.claude/rules/function-documentation.md	395	mapping	"`calibrate_linear()` — Algorithm section with the GREG estimator equations; Convergence section (Newton-Raphson or equivalent); `@references`"	Tier 3;calibrate_linear();GREG;Algorithm;Convergence;Newton-Raphson;@references
function-documentation-168	.claude/rules/function-documentation.md	397	mapping	"`calibrate_logit()` — Algorithm section with logit-bounded calibration; Convergence section; `@references`"	Tier 3;calibrate_logit();Algorithm;Convergence;@references
function-documentation-169	.claude/rules/function-documentation.md	399	mapping	"`poststratify()` — Algorithm section with the cell-factor formula; no Convergence section (direct calculation, not iterative); `@references`"	Tier 3;poststratify();Algorithm;Convergence;@references
function-documentation-170	.claude/rules/function-documentation.md	401	mapping	"`create_bootstrap_weights()` — Algorithm section with the bootstrap resampling scheme using `\deqn{}` for the variance estimator; no Convergence section (not iterative); `@references`"	Tier 3;create_bootstrap_weights();Algorithm;\deqn{};Convergence;@references
function-documentation-171	.claude/rules/function-documentation.md	404	mapping	"`trim_weights()` — Algorithm section describing the trimming and redistribution procedure; no Convergence section; `@references`"	Tier 3;trim_weights();Algorithm;Convergence;@references
function-documentation-172	.claude/rules/function-documentation.md	411	requirement	"> All Universal Rules (see preamble) apply. [Tier 4 — Dispatcher]"	Tier 4;Universal Rules
function-documentation-173	.claude/rules/function-documentation.md	415	requirement	"Tier 4 functions route to other functions based on an argument value."	Tier 4
function-documentation-174	.claude/rules/function-documentation.md	416	requirement	"They implement no algorithm of their own."	Tier 4
function-documentation-175	.claude/rules/function-documentation.md	418	requirement	"**`@description`.** Follow the Universal Rules: describe the mechanism, key nuance, or an important behavioral constraint — not just "routes to X, Y, Z"."	Tier 4;@description;Universal Rules
function-documentation-176	.claude/rules/function-documentation.md	420	requirement	"End with a sentence naming the dispatched functions and the argument that controls dispatch."	Tier 4;@description
function-documentation-177	.claude/rules/function-documentation.md	421	value	"For example: "Routes to `calibrate_rake()`, `calibrate_linear()`, or `calibrate_logit()` based on `method`.""	Tier 4;calibrate_rake();calibrate_linear();calibrate_logit();method
function-documentation-178	.claude/rules/function-documentation.md	424	requirement	"**`@param`.** Write full, substantive documentation using the same language as the dispatched functions."	Tier 4;@param
function-documentation-179	.claude/rules/function-documentation.md	425	requirement	"When an argument behaves consistently across all dispatched functions, document it fully — including class-specific behavior, replicate weight handling, and behavioral guarantees."	Tier 4;@param
function-documentation-180	.claude/rules/function-documentation.md	427	requirement	"When an argument's behavior genuinely differs across methods, write a summary description that applies across all methods and direct to the specific functions for the differences."	Tier 4;@param
function-documentation-181	.claude/rules/function-documentation.md	432	requirement	"The dispatch argument (`method`, `type`, etc.) lists all accepted values with a brief characterization of each — enough for a user to choose without reading the dispatched functions."	Tier 4;method;type
function-documentation-182	.claude/rules/function-documentation.md	436	requirement	"**`@details`.** Required. [Tier 4]"	Tier 4;@details
function-documentation-183	.claude/rules/function-documentation.md	436	requirement	"Provide a high-level overview of each method: enough to understand the differences and choose between them, including math notation where it helps distinguish methods."	Tier 4;@details
function-documentation-184	.claude/rules/function-documentation.md	438	requirement	"Each method description uses an inline citation to tie references to the relevant method (e.g., "Linear calibration (Deville & Särndal, 1992) minimizes...")."	Tier 4;@details;Deville & Särndal, 1992
function-documentation-185	.claude/rules/function-documentation.md	440	requirement	"End by directing to the specific dispatched functions for full algorithm documentation."	Tier 4;@details
function-documentation-186	.claude/rules/function-documentation.md	443	prohibition	"Do not replicate the full Algorithm sections of the dispatched functions."	Tier 4;Algorithm
function-documentation-187	.claude/rules/function-documentation.md	445	prohibition	"**`@section Algorithm`.** Do not use — the high-level method overview lives in `@details`; full algorithm documentation lives in the dispatched functions."	Tier 4;@section Algorithm;@details
function-documentation-188	.claude/rules/function-documentation.md	448	prohibition	"**`@section Convergence`.** Do not use. [Tier 4]"	Tier 4;@section Convergence
function-documentation-189	.claude/rules/function-documentation.md	450	requirement	"**`@references`.** Required. [Tier 4]"	Tier 4;@references
function-documentation-190	.claude/rules/function-documentation.md	450	mapping	"The `@details` inline citations provide the contextual signal for which reference belongs to which method; the `@references` block is the complete list that backs them up."	Tier 4;@details;@references
function-documentation-191	.claude/rules/function-documentation.md	452	requirement	"Because inline citations in `@details` are load-bearing for dispatchers, if citations cannot be verified (no `comprehension.md` exists for the relevant spec), the `@details` method overview and `@references` block must both wait until verification is possible rather than being written without citations."	Tier 4;@details;@references;comprehension.md
