id	verdict	location	evidence
engineering-preferences-019	MOVED	.claude/standards/engineering-preferences.md:30	"When unsure whether an edge case needs a test, write the test"
engineering-preferences-020	MOVED	.claude/standards/engineering-preferences.md:31	"Never suggest removing coverage to hit a deadline"
engineering-preferences-021	MOVED	.claude/standards/engineering-preferences.md:32	"98%+ line coverage is the floor, not the target"
engineering-preferences-022	MOVED	.claude/standards/engineering-preferences.md:33	"Every error class gets a test"
engineering-preferences-023	MOVED	.claude/standards/engineering-preferences.md:33	"every edge case in the spec gets a test"
engineering-preferences-024	MOVED	.claude/standards/engineering-preferences.md:35	"## 3. Engineered enough — not under, not over"
engineering-preferences-025	MOVED	.claude/standards/engineering-preferences.md:37	"Flag both failure modes:"
engineering-preferences-026	MOVED	.claude/standards/engineering-preferences.md:39	"**Under-engineered** (fragile, hacky):"
engineering-preferences-027	MOVED	.claude/standards/engineering-preferences.md:40	"Missing edge case handling"
engineering-preferences-028	MOVED	.claude/standards/engineering-preferences.md:41	"Contracts that don't specify behavior at the boundaries"
engineering-preferences-029	MOVED	.claude/standards/engineering-preferences.md:42	"Validation that only checks the happy path"
engineering-preferences-030	MOVED	.claude/standards/engineering-preferences.md:44	"**Over-engineered** (premature abstraction, unnecessary complexity):"
engineering-preferences-031	MOVED	.claude/standards/engineering-preferences.md:45	"Abstraction layers that don't yet have two real call sites"
engineering-preferences-032	MOVED	.claude/standards/engineering-preferences.md:46	"Generalization for hypothetical future requirements not in the roadmap"
engineering-preferences-033	MOVED	.claude/standards/engineering-preferences.md:47	"Clever solutions when a straightforward one works fine"
engineering-preferences-034	MOVED	.claude/standards/engineering-preferences.md:49-50	"The right amount of engineering is determined by what's in the current spec, not by what might be needed in a later phase."
engineering-preferences-035	MOVED	.claude/standards/engineering-preferences.md:52	"## 4. Handle more edge cases, not fewer"
engineering-preferences-036	MOVED	.claude/standards/engineering-preferences.md:54	"When deciding whether to handle an edge case, err on the side of handling it."
engineering-preferences-037	MOVED	.claude/standards/engineering-preferences.md:56-57	"All-NA inputs, zero-weight rows, single-level groups, empty domains — these are not hypothetical; they appear in real survey data"
engineering-preferences-038	MOVED	.claude/standards/engineering-preferences.md:58	""That probably won't happen" is not a reason to skip an edge case"
engineering-preferences-039	MOVED	.claude/standards/engineering-preferences.md:59-60	"Thoughtfulness > speed: a slower implementation that handles edge cases correctly is always preferred"
engineering-preferences-040	MOVED	.claude/standards/engineering-preferences.md:62	"## 5. Explicit over clever"
engineering-preferences-041	MOVED	.claude/standards/engineering-preferences.md:64-65	"When there are two ways to do something — a clever short way and a longer explicit way — choose explicit."
engineering-preferences-042	MOVED	.claude/standards/engineering-preferences.md:67	"`S7::S7_inherits(x, surveycore::survey_taylor)` not `inherits(x, "survey_taylor")`"
engineering-preferences-043	MOVED	.claude/standards/engineering-preferences.md:68	"Named error classes on every `cli_abort()`, not bare messages"
engineering-preferences-044	MOVED	.claude/standards/engineering-preferences.md:69	"Spell out behavior in the spec rather than relying on "the reader will infer""
engineering-preferences-045	MOVED	.claude/standards/engineering-preferences.md:70	"Document assumptions rather than leaving them implicit"
engineering-preferences-046	MOVED	.claude/standards/engineering-preferences.md:76	"When evaluating a spec, implementation, or PR:"
engineering-preferences-047	MOVED	.claude/standards/engineering-preferences.md:78	"Read through with DRY as the first lens — find repetition before anything else"
engineering-preferences-048	MOVED	.claude/standards/engineering-preferences.md:79	"Check every error condition and edge case in the spec against the test plan"
engineering-preferences-049	MOVED	.claude/standards/engineering-preferences.md:80-81	"For each design decision, ask: is this the right level of abstraction for what's actually needed now?"
engineering-preferences-050	MOVED	.claude/standards/engineering-preferences.md:82-83	"For each boundary condition mentioned in the spec, ask: is the behavior fully specified, or is it left implicit?"
engineering-preferences-051	MOVED	.claude/standards/engineering-preferences.md:84-85	"For any "shortcut" in the implementation plan, ask: does this skip something that will need to be added back later anyway?"
