id	source_file	source_line	category	verbatim	literals
surveywts-conventions-015	.claude/rules/surveywts-conventions.md	33	mapping	Internal dispatch/engine functions | `.` prefix + `_engine` suffix | `.calibrate_nr_engine()`, `.anesrake_engine()`	_engine;.calibrate_nr_engine();.anesrake_engine()
surveywts-conventions-016	.claude/rules/surveywts-conventions.md	34	mapping	Internal output constructors | `.make_` prefix | `.make_history_entry()`, `.make_calfun_linear()`	.make_;.make_history_entry();.make_calfun_linear()
surveywts-conventions-017	.claude/rules/surveywts-conventions.md	42	mapping	`calibration` | `calibrate()`, `calibrate_linear()`, `calibrate_logit()`, `calibrate_rake()`, `poststratify()`	calibration;calibrate();calibrate_linear();calibrate_logit();calibrate_rake();poststratify()
surveywts-conventions-018	.claude/rules/surveywts-conventions.md	43	mapping	`sample-calibration` | `calibrate_to_survey()`, `calibrate_to_estimate()`	sample-calibration;calibrate_to_survey();calibrate_to_estimate()
surveywts-conventions-019	.claude/rules/surveywts-conventions.md	44	mapping	`nonresponse` | `adjust_nonresponse()`, `redistribute_weights()`	nonresponse;adjust_nonresponse();redistribute_weights()
surveywts-conventions-020	.claude/rules/surveywts-conventions.md	45	mapping	`diagnostics` | `effective_sample_size()`, `weight_variability()`, `summarize_weights()`	diagnostics;effective_sample_size();weight_variability();summarize_weights()
surveywts-conventions-021	.claude/rules/surveywts-conventions.md	46	mapping	`replicate-weights` | `create_bootstrap_weights()`, `create_jackknife_weights()`, `create_brr_weights()`, `create_gen_boot_weights()`, `create_gen_rep_weights()`, `create_sdr_weights()`, `create_replicate_weights()`, `as_taylor_design()`	replicate-weights;create_bootstrap_weights();create_jackknife_weights();create_brr_weights();create_gen_boot_weights();create_gen_rep_weights();create_sdr_weights();create_replicate_weights();as_taylor_design()
surveywts-conventions-022	.claude/rules/surveywts-conventions.md	47	mapping	`utilities` | `trim_weights()`, `rescale_weights()`	utilities;trim_weights();rescale_weights()
surveywts-conventions-023	.claude/rules/surveywts-conventions.md	48	mapping	`propensity` | `ipw()`	propensity;ipw()
surveywts-conventions-024	.claude/rules/surveywts-conventions.md	50	requirement	Use `@family calibration`, `@family sample-calibration`, `@family nonresponse`, `@family diagnostics`, `@family replicate-weights`, `@family utilities`, `@family propensity` in roxygen2.	@family calibration;@family sample-calibration;@family nonresponse;@family diagnostics;@family replicate-weights;@family utilities;@family propensity
surveywts-conventions-025	.claude/rules/surveywts-conventions.md	57	requirement	Every exported function lives in a `.R` file named identically to it (matching its `.Rd` filename without the extension).	.R;.Rd
surveywts-conventions-026	.claude/rules/surveywts-conventions.md	58	requirement	The exported function appears at the **top** of its file; helpers used only by that function appear **below** it.	
surveywts-conventions-027	.claude/rules/surveywts-conventions.md	59	requirement	Helpers shared by 2+ functions in the same family go to `{family}-utils.R`.	{family}-utils.R
surveywts-conventions-028	.claude/rules/surveywts-conventions.md	60	requirement	Helpers used across different families stay in `utils.R`.	utils.R
surveywts-conventions-029	.claude/rules/surveywts-conventions.md	61	tiebreaker	Structural/role-based files are exempt from rule 1.	
surveywts-conventions-030	.claude/rules/surveywts-conventions.md	67	mapping	`utils.R` | Cross-family internal helpers	utils.R
surveywts-conventions-031	.claude/rules/surveywts-conventions.md	68	mapping	`methods-print.R` | All print methods - two `S7::method(print, ...)` registrations for surveycore classes	methods-print.R;S7::method(print, ...)
surveywts-conventions-032	.claude/rules/surveywts-conventions.md	69	mapping	`zzz.R` | `.onLoad()` / `.onAttach()` hooks	zzz.R;.onLoad();.onAttach()
surveywts-conventions-033	.claude/rules/surveywts-conventions.md	70	mapping	`data.R` | `@docType data` documentation stubs	data.R;@docType data
surveywts-conventions-034	.claude/rules/surveywts-conventions.md	71	mapping	`surveywts-package.R` | Package-level documentation	surveywts-package.R
surveywts-conventions-035	.claude/rules/surveywts-conventions.md	77	mapping	`diagnostics-utils.R` | `effective_sample_size()`, `weight_variability()`, `summarize_weights()`	diagnostics-utils.R;effective_sample_size();weight_variability();summarize_weights()
surveywts-conventions-036	.claude/rules/surveywts-conventions.md	78	mapping	`nonresponse-utils.R` | `adjust_nonresponse()`, `redistribute_weights()`	nonresponse-utils.R;adjust_nonresponse();redistribute_weights()
surveywts-conventions-037	.claude/rules/surveywts-conventions.md	79	mapping	`replicate-utils.R` | All `create_*_weights()` functions + `as_taylor_design()`	replicate-utils.R;create_*_weights();as_taylor_design()
surveywts-conventions-038	.claude/rules/surveywts-conventions.md	80	mapping	`jackknife-dagjk-utils.R` | DAGJK engine internals for `create_jackknife_weights()`	jackknife-dagjk-utils.R;create_jackknife_weights()
surveywts-conventions-039	.claude/rules/surveywts-conventions.md	81	mapping	`weight-utils.R` | `trim_weights()`, `rescale_weights()`	weight-utils.R;trim_weights();rescale_weights()
surveywts-conventions-040	.claude/rules/surveywts-conventions.md	82	mapping	`calibrate-utils.R` | `calibrate()`, `calibrate_linear()`, `calibrate_logit()`, `calibrate_rake()`	calibrate-utils.R;calibrate();calibrate_linear();calibrate_logit();calibrate_rake()
surveywts-conventions-041	.claude/rules/surveywts-conventions.md	88	mapping	`adjust_nonresponse.R` | `adjust_nonresponse()`	adjust_nonresponse.R;adjust_nonresponse()
surveywts-conventions-042	.claude/rules/surveywts-conventions.md	89	mapping	`as_taylor_design.R` | `as_taylor_design()`	as_taylor_design.R;as_taylor_design()
surveywts-conventions-043	.claude/rules/surveywts-conventions.md	90	mapping	`calibrate.R` | `calibrate()` - thin dispatcher	calibrate.R;calibrate()
surveywts-conventions-044	.claude/rules/surveywts-conventions.md	91	mapping	`calibrate-utils.R` | (internal helpers - not exported)	calibrate-utils.R
surveywts-conventions-045	.claude/rules/surveywts-conventions.md	92	mapping	`calibrate_linear.R` | `calibrate_linear()`	calibrate_linear.R;calibrate_linear()
surveywts-conventions-046	.claude/rules/surveywts-conventions.md	93	mapping	`calibrate_logit.R` | `calibrate_logit()`	calibrate_logit.R;calibrate_logit()
surveywts-conventions-047	.claude/rules/surveywts-conventions.md	94	mapping	`calibrate_rake.R` | `calibrate_rake()`	calibrate_rake.R;calibrate_rake()
surveywts-conventions-048	.claude/rules/surveywts-conventions.md	95	mapping	`poststratify.R` | `poststratify()`	poststratify.R;poststratify()
surveywts-conventions-049	.claude/rules/surveywts-conventions.md	96	mapping	`calibrate_to_estimate.R` | `calibrate_to_estimate()`	calibrate_to_estimate.R;calibrate_to_estimate()
surveywts-conventions-050	.claude/rules/surveywts-conventions.md	97	mapping	`calibrate_to_survey.R` | `calibrate_to_survey()`	calibrate_to_survey.R;calibrate_to_survey()
surveywts-conventions-051	.claude/rules/surveywts-conventions.md	98	mapping	`create_bootstrap_weights.R` | `create_bootstrap_weights()`	create_bootstrap_weights.R;create_bootstrap_weights()
surveywts-conventions-052	.claude/rules/surveywts-conventions.md	99	mapping	`create_brr_weights.R` | `create_brr_weights()`	create_brr_weights.R;create_brr_weights()
surveywts-conventions-053	.claude/rules/surveywts-conventions.md	100	mapping	`create_gen_boot_weights.R` | `create_gen_boot_weights()`	create_gen_boot_weights.R;create_gen_boot_weights()
surveywts-conventions-054	.claude/rules/surveywts-conventions.md	101	mapping	`create_gen_rep_weights.R` | `create_gen_rep_weights()`	create_gen_rep_weights.R;create_gen_rep_weights()
surveywts-conventions-055	.claude/rules/surveywts-conventions.md	102	mapping	`create_jackknife_weights.R` | `create_jackknife_weights()`	create_jackknife_weights.R;create_jackknife_weights()
surveywts-conventions-056	.claude/rules/surveywts-conventions.md	103	mapping	`jackknife-dagjk-utils.R` | DAGJK engine internals (internal helpers only)	jackknife-dagjk-utils.R
surveywts-conventions-057	.claude/rules/surveywts-conventions.md	104	mapping	`create_replicate_weights.R` | `create_replicate_weights()`	create_replicate_weights.R;create_replicate_weights()
surveywts-conventions-058	.claude/rules/surveywts-conventions.md	105	mapping	`create_sdr_weights.R` | `create_sdr_weights()`	create_sdr_weights.R;create_sdr_weights()
surveywts-conventions-059	.claude/rules/surveywts-conventions.md	106	mapping	`effective_sample_size.R` | `effective_sample_size()`	effective_sample_size.R;effective_sample_size()
surveywts-conventions-060	.claude/rules/surveywts-conventions.md	107	mapping	`ipw.R` | `ipw()`	ipw.R;ipw()
surveywts-conventions-061	.claude/rules/surveywts-conventions.md	108	mapping	`redistribute_weights.R` | `redistribute_weights()`	redistribute_weights.R;redistribute_weights()
surveywts-conventions-062	.claude/rules/surveywts-conventions.md	109	mapping	`rescale_weights.R` | `rescale_weights()`	rescale_weights.R;rescale_weights()
surveywts-conventions-063	.claude/rules/surveywts-conventions.md	110	mapping	`summarize_weights.R` | `summarize_weights()`	summarize_weights.R;summarize_weights()
surveywts-conventions-064	.claude/rules/surveywts-conventions.md	111	mapping	`trim_weights.R` | `trim_weights()`	trim_weights.R;trim_weights()
surveywts-conventions-065	.claude/rules/surveywts-conventions.md	112	mapping	`weight_variability.R` | `weight_variability()`	weight_variability.R;weight_variability()
surveywts-conventions-066	.claude/rules/surveywts-conventions.md	120	value	Calibration / nonresponse functions | Visible (new object)	
surveywts-conventions-067	.claude/rules/surveywts-conventions.md	121	value	Diagnostic functions | Visible (named scalar or tibble)	
surveywts-conventions-068	.claude/rules/surveywts-conventions.md	122	value	Internal constructors (`.make_*()`) | Visible (the new object)	.make_*()
surveywts-conventions-069	.claude/rules/surveywts-conventions.md	123	value	Print / summary methods | `invisible(x)`	invisible(x)
surveywts-conventions-070	.claude/rules/surveywts-conventions.md	124	value	Internal validators (`.validate_*()`) | `invisible(TRUE)` on success	.validate_*();invisible(TRUE)
surveywts-conventions-071	.claude/rules/surveywts-conventions.md	131	requirement	User-facing functions only. `NAMESPACE` holds 23 `export()` entries and nothing else: `calibrate()`, `calibrate_linear()`, `calibrate_logit()`, `calibrate_rake()`, `poststratify()`, `calibrate_to_survey()`, `calibrate_to_estimate()`, `adjust_nonresponse()`, `redistribute_weights()`, `trim_weights()`, `rescale_weights()`, `effective_sample_size()`, `weight_variability()`, `summarize_weights()`, `ipw()`, `as_taylor_design()`, `create_replicate_weights()`, `create_bootstrap_weights()`, `create_brr_weights()`, `create_jackknife_weights()`, `create_gen_boot_weights()`, `create_gen_rep_weights()`, `create_sdr_weights()`	NAMESPACE;23;export();calibrate();calibrate_linear();calibrate_logit();calibrate_rake();poststratify();calibrate_to_survey();calibrate_to_estimate();adjust_nonresponse();redistribute_weights();trim_weights();rescale_weights();effective_sample_size();weight_variability();summarize_weights();ipw();as_taylor_design();create_replicate_weights();create_bootstrap_weights();create_brr_weights();create_jackknife_weights();create_gen_boot_weights();create_gen_rep_weights();create_sdr_weights()
surveywts-conventions-072	.claude/rules/surveywts-conventions.md	143	prohibition	All `.`-prefixed internal helpers (`.validate_weights()`, `.make_history_entry()`, `.check_input_class()`, etc.)	.validate_weights();.make_history_entry();.check_input_class()
surveywts-conventions-073	.claude/rules/surveywts-conventions.md	145	prohibition	No classes. surveywts defines none - see 6	
surveywts-conventions-074	.claude/rules/surveywts-conventions.md	146	prohibition	No S3 methods. `NAMESPACE` holds zero `S3method()` directives	NAMESPACE;S3method()
surveywts-conventions-075	.claude/rules/surveywts-conventions.md	147	prohibition	No re-exports - not the pipe, not tidyselect helpers	
surveywts-conventions-076	.claude/rules/surveywts-conventions.md	153	prohibition	**surveywts defines no classes.** There is no `S7::new_class()` call anywhere in `R/`, and `NAMESPACE` exports no class object.	S7::new_class();R/;NAMESPACE
surveywts-conventions-077	.claude/rules/surveywts-conventions.md	154	value	Every survey class surveywts works with - `survey_base`, `survey_taylor`, `survey_nonprob`, `survey_replicate` - is defined and exported by **surveycore**, in `surveycore/R/core-classes.R`. surveywts consumes them; it does not own them.	survey_base;survey_taylor;survey_nonprob;survey_replicate;surveycore;surveycore/R/core-classes.R
surveywts-conventions-078	.claude/rules/surveywts-conventions.md	159	value	What surveywts does own, on the S7 side, is two print methods:	
surveywts-conventions-079	.claude/rules/surveywts-conventions.md	162	requirement	# R/methods-print.R - registered by S7::methods_register() in .onLoad()	R/methods-print.R;S7::methods_register();.onLoad()
surveywts-conventions-080	.claude/rules/surveywts-conventions.md	163	value	S7::method(print, surveycore::survey_nonprob)   <- function(x, n = 10, ...) { }	S7::method(print, surveycore::survey_nonprob);survey_nonprob;n = 10
surveywts-conventions-081	.claude/rules/surveywts-conventions.md	164	value	S7::method(print, surveycore::survey_replicate) <- function(x, ...) { }	S7::method(print, surveycore::survey_replicate);survey_replicate
surveywts-conventions-082	.claude/rules/surveywts-conventions.md	169	value	Parent is `survey_base`. It does NOT extend `survey_taylor`, which avoids inheriting Taylor-specific dispatch that would be incorrect post-calibration	survey_base;survey_taylor
surveywts-conventions-083	.claude/rules/surveywts-conventions.md	171	value	Inherits five properties from `survey_base`: `@data`, `@metadata`, `@variables`, `@groups`, `@call`	survey_base;@data;@metadata;@variables;@groups;@call
surveywts-conventions-084	.claude/rules/surveywts-conventions.md	173	value	Adds two of its own: `@calibration` (calibration provenance written by surveywts, `NULL` otherwise) and `@reference_sample` (an optional `survey_taylor` used for propensity estimation)	@calibration;@reference_sample;survey_taylor;NULL
surveywts-conventions-085	.claude/rules/surveywts-conventions.md	176	value	`@variables$weights` - character scalar: the name of the weight column in `@data`	@variables$weights;@data
surveywts-conventions-086	.claude/rules/surveywts-conventions.md	177	value	Weighting history is stored in `@metadata@weighting_history` (list of history entries)	@metadata@weighting_history
surveywts-conventions-087	.claude/rules/surveywts-conventions.md	179	value	**The surveycore validator enforces four conditions**, and its error classes are `surveycore_error_*`, not `surveywts_error_*`:	surveycore_error_*;surveywts_error_*
surveywts-conventions-088	.claude/rules/surveywts-conventions.md	182	requirement	The column named by `@variables$weights` exists in `@data` - `surveycore_error_design_var_missing`	@variables$weights;@data;surveycore_error_design_var_missing
surveywts-conventions-089	.claude/rules/surveywts-conventions.md	184	requirement	That column is numeric - `surveycore_error_weights_not_numeric`	surveycore_error_weights_not_numeric
surveywts-conventions-090	.claude/rules/surveywts-conventions.md	185	requirement	It has at least one non-NA value, and at least one value greater than 0 - `surveycore_error_weights_all_zero`	surveycore_error_weights_all_zero
surveywts-conventions-091	.claude/rules/surveywts-conventions.md	187	requirement	No non-NA value is negative - `surveycore_error_weights_negative`	surveycore_error_weights_negative
surveywts-conventions-092	.claude/rules/surveywts-conventions.md	189	value	Note what the validator does **not** enforce: NAs are permitted, and zeroes are permitted, as long as one positive weight remains.	
surveywts-conventions-093	.claude/rules/surveywts-conventions.md	190	tiebreaker	Strictly-positive, fully-observed weights are a surveywts precondition, not a class invariant.	
surveywts-conventions-094	.claude/rules/surveywts-conventions.md	192	requirement	`.validate_weights()` in `utils.R` is what enforces it, throwing `surveywts_error_weights_nonpositive` and `surveywts_error_weights_na`.	.validate_weights();utils.R;surveywts_error_weights_nonpositive;surveywts_error_weights_na
surveywts-conventions-095	.claude/rules/surveywts-conventions.md	195	requirement	Test surveycore validator errors with `class =` only - no snapshot (messages are not CLI-formatted, and surveywts does not own the text).	class =
surveywts-conventions-096	.claude/rules/surveywts-conventions.md	204	default	`calibrate()` | `data, targets, weights = NULL, wt_name = NULL, type = c("prop", "count"), reference_design = NULL, ..., method = c("rake", "linear", "logit")`	calibrate();data;targets;weights = NULL;wt_name = NULL;type = c("prop", "count");reference_design = NULL;...;method = c("rake", "linear", "logit")
surveywts-conventions-097	.claude/rules/surveywts-conventions.md	205	default	`calibrate_linear()` | `data, targets, weights = NULL, wt_name = NULL, bounds = NULL, bounds_scale = c("multiplicative", "absolute"), unit_scale = NULL, type = c("prop", "count"), control = list(), reference_design = NULL`	calibrate_linear();data;targets;weights = NULL;wt_name = NULL;bounds = NULL;bounds_scale = c("multiplicative", "absolute");unit_scale = NULL;type = c("prop", "count");control = list();reference_design = NULL
surveywts-conventions-098	.claude/rules/surveywts-conventions.md	206	default	`calibrate_logit()` | `data, targets, weights = NULL, wt_name = NULL, bounds = c(1e-6, 1e6), bounds_scale = c("multiplicative", "absolute"), unit_scale = NULL, type = c("prop", "count"), control = list(), reference_design = NULL`	calibrate_logit();data;targets;weights = NULL;wt_name = NULL;bounds = c(1e-6, 1e6);bounds_scale = c("multiplicative", "absolute");unit_scale = NULL;type = c("prop", "count");control = list();reference_design = NULL
surveywts-conventions-099	.claude/rules/surveywts-conventions.md	207	default	`calibrate_rake()` | `data, targets, weights = NULL, wt_name = NULL, type = c("prop", "count"), algorithm = c("classic_ipf", "nr"), cap = NULL, control = list(), reference_design = NULL`	calibrate_rake();data;targets;weights = NULL;wt_name = NULL;type = c("prop", "count");algorithm = c("classic_ipf", "nr");cap = NULL;control = list();reference_design = NULL
surveywts-conventions-100	.claude/rules/surveywts-conventions.md	208	default	`poststratify()` | `data, targets, weights = NULL, wt_name = NULL, type = c("prop", "count"), reference_design = NULL`	poststratify();data;targets;weights = NULL;wt_name = NULL;type = c("prop", "count");reference_design = NULL
surveywts-conventions-101	.claude/rules/surveywts-conventions.md	209	default	`adjust_nonresponse()` | `data, response_status, weights = NULL, by = NULL, wt_name = NULL, method = c("weighting-class", "propensity-cell", "propensity"), formula = NULL, control = list(min_cell = 20, max_adjust = 2.0, n_cells = 5)`	adjust_nonresponse();data;response_status;weights = NULL;by = NULL;wt_name = NULL;method = c("weighting-class", "propensity-cell", "propensity");formula = NULL;control = list(min_cell = 20, max_adjust = 2.0, n_cells = 5);min_cell = 20;max_adjust = 2.0;n_cells = 5
surveywts-conventions-102	.claude/rules/surveywts-conventions.md	210	default	`redistribute_weights()` | `data, reduce_if, increase_if, weights = NULL, by = NULL, wt_name = NULL, control = list()`	redistribute_weights();data;reduce_if;increase_if;weights = NULL;by = NULL;wt_name = NULL;control = list()
surveywts-conventions-103	.claude/rules/surveywts-conventions.md	211	default	`trim_weights()` | `data, weights = NULL, lower = NULL, upper = NULL, k = 5, type = c("absolute", "percentile"), strict = FALSE, wt_name = NULL`	trim_weights();data;weights = NULL;lower = NULL;upper = NULL;k = 5;type = c("absolute", "percentile");strict = FALSE;wt_name = NULL
surveywts-conventions-104	.claude/rules/surveywts-conventions.md	212	default	`rescale_weights()` | `data, weights = NULL, by = NULL, wt_name = NULL`	rescale_weights();data;weights = NULL;by = NULL;wt_name = NULL
surveywts-conventions-105	.claude/rules/surveywts-conventions.md	213	default	`calibrate_to_survey()` | `primary_design, control_design, variables, targets = NULL, type = c("prop", "count"), method = c("rake", "linear", "logit"), algorithm = c("classic_ipf", "nr"), bounds = c(-Inf, Inf), unit_scale = NULL, reference_design = NULL, control = list()`	calibrate_to_survey();primary_design;control_design;variables;targets = NULL;type = c("prop", "count");method = c("rake", "linear", "logit");algorithm = c("classic_ipf", "nr");bounds = c(-Inf, Inf);unit_scale = NULL;reference_design = NULL;control = list()
surveywts-conventions-106	.claude/rules/surveywts-conventions.md	214	default	`calibrate_to_estimate()` | `design, targets, vcov_estimate, method = c("rake", "linear", "logit"), bounds = c(-Inf, Inf), unit_scale = NULL, reference_design = NULL, control = list()`	calibrate_to_estimate();design;targets;vcov_estimate;method = c("rake", "linear", "logit");bounds = c(-Inf, Inf);unit_scale = NULL;reference_design = NULL;control = list()
surveywts-conventions-107	.claude/rules/surveywts-conventions.md	215	default	`effective_sample_size()` | `x, weights = NULL`	effective_sample_size();x;weights = NULL
surveywts-conventions-108	.claude/rules/surveywts-conventions.md	216	default	`weight_variability()` | `x, weights = NULL`	weight_variability();x;weights = NULL
surveywts-conventions-109	.claude/rules/surveywts-conventions.md	217	default	`summarize_weights()` | `x, weights = NULL, by = NULL`	summarize_weights();x;weights = NULL;by = NULL
surveywts-conventions-110	.claude/rules/surveywts-conventions.md	218	default	`as_taylor_design()` | `data`	as_taylor_design();data
surveywts-conventions-111	.claude/rules/surveywts-conventions.md	219	default	`ipw()` | `data, reference, selection = NULL, predictors = NULL, missing_method = c("omit", "separate", "impute"), mice_args = list(), method = "logit", estimating_eq = c("gee", "mle"), maxit = 25L, epsilon = 1e-8, adjust_reference = TRUE, trim = FALSE, population_size = NULL, wt_name = "ipw_weight"`	ipw();data;reference;selection = NULL;predictors = NULL;missing_method = c("omit", "separate", "impute");mice_args = list();method = "logit";estimating_eq = c("gee", "mle");maxit = 25L;epsilon = 1e-8;adjust_reference = TRUE;trim = FALSE;population_size = NULL;wt_name = "ipw_weight"
surveywts-conventions-112	.claude/rules/surveywts-conventions.md	225	procedure	Before committing any roxygen2 changes:	roxygen2
surveywts-conventions-113	.claude/rules/surveywts-conventions.md	227	requirement	`devtools::document()` has been run	devtools::document()
surveywts-conventions-114	.claude/rules/surveywts-conventions.md	228	requirement	`NAMESPACE` file has been updated	NAMESPACE
surveywts-conventions-115	.claude/rules/surveywts-conventions.md	229	requirement	All exported functions have `@returns` (the plural tag - `@return` is not used anywhere in `R/`)	@returns;@return;R/
surveywts-conventions-116	.claude/rules/surveywts-conventions.md	230	requirement	All `@examples` are runnable	@examples
surveywts-conventions-117	.claude/rules/surveywts-conventions.md	231	requirement	Internal helpers have `@keywords internal` + `@noRd` if needed	@keywords internal;@noRd
surveywts-conventions-118	.claude/rules/surveywts-conventions.md	232	requirement	`@family` tags are correct (see Section 2)	@family
surveywts-conventions-119	.claude/rules/surveywts-conventions.md	233	prohibition	No `@importFrom` tags anywhere	@importFrom
surveywts-conventions-120	.claude/rules/surveywts-conventions.md	234	requirement	All external calls use `::`	::
surveywts-conventions-121	.claude/rules/surveywts-conventions.md	235	requirement	`R CMD check` passes with 0 errors, 0 warnings, <=2 notes	R CMD check;0 errors;0 warnings;2 notes
