id	verdict	location	evidence
claude-md-029	PRESERVED	.claude/rules/core.md:54-56	"Valid scopes: `calibration`, `weights`, `utils`, `validators`, `replicate`, `propensity`, `diagnostics`, `data`, `docs`, `plans`, `pipeline`, `ci`, `description`." — full list verbatim, same order. The trailing "— see .claude/rules/github-strategy.md" no longer sits on this line, but .claude/standards/github-strategy.md:105 now cross-references back ("`core.md` §6 has the valid scope list"), so the two-way link survives; only the path prefix changed (rules/ -> standards/), the approved rename.
claude-md-030	PRESERVED	.claude/rules/core.md:60-61	"Run `devtools::document()` before committing any file with roxygen2 changes." — verbatim.
claude-md-031	PRESERVED	.claude/rules/core.md:62	"Run `devtools::check()` before opening a PR." — verbatim.
claude-md-032	MOVED	.claude/standards/function-documentation.md:205	"**Examples must load Imports packages explicitly.**" — verbatim, now in the standards tier (Tier: @examples section) rather than CLAUDE.md's old "R CMD Check Gotchas".
claude-md-033	MOVED	.claude/standards/function-documentation.md:205-206	"`R CMD check` runs examples in a fresh session with only `library(surveywts)` loaded." — same content; "R CMD check" now in code markup, no meaning change.
claude-md-034	MOVED	.claude/standards/function-documentation.md:206-208	"If an example calls a bare function from an Imports package, add `library(pkg)` at the top of the block." — verbatim.
claude-md-035	PRESERVED	CLAUDE.md:27-28	"`plans/error-messages.md` — canonical error/warning class names and CLI message templates" — verbatim, now under "Where Things Live".
claude-md-036	PRESERVED	CLAUDE.md:29-30	"`.claude/WORKFLOW.md` — how the skills fit together (planning arc → implementation loop)" — verbatim.
claude-md-037	PRESERVED	.claude/rules/core.md:79-80	"`code-style.md` covers S7 patterns, cli errors, argument order, the air formatter." — same four topics; "arg order" spelled out as "argument order", no meaning change; path is now bare filename backed by the table at core.md:70.
claude-md-038	PRESERVED	.claude/rules/core.md:80-81	"`r-package-conventions.md` covers imports, NAMESPACE, roxygen2, export policy." — same four topics verbatim.
claude-md-039	PRESERVED	.claude/rules/core.md:81-82	"`surveywts-conventions.md` covers package-specific naming, families, visibility, class ownership." — verbatim.
claude-md-040	PRESERVED	.claude/rules/core.md:82-83	"`function-documentation.md` covers roxygen2 tiers, required sections, the `@examples` policy." — verbatim (adds "the").
claude-md-041	PRESERVED	.claude/rules/core.md:83-84	"`testing-standards.md` covers test structure, coverage targets, assertion patterns." — verbatim.
claude-md-042	PRESERVED	.claude/rules/core.md:85-86	"`testing-surveywts.md` covers package-specific test invariants and data generators." — verbatim.
claude-md-043	PRESERVED	.claude/rules/core.md:86-87	"`github-strategy.md` covers branching model, commit format, versioning." — verbatim.
claude-md-044	PRESERVED	.claude/rules/core.md:87-88	"`engineering-preferences.md` covers DRY, edge cases, over/under-engineering." — verbatim.
