id	verdict	location	evidence
function-documentation-011	MOVED	.claude/standards/function-documentation.md:25	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Drop survey weights"" from the title — it is implicit from package context and wastes space"""""
function-documentation-012	MOVED	.claude/standards/function-documentation.md:27	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Describe what is unique about this function versus its siblings in the same family"""
function-documentation-013	MOVED	.claude/standards/function-documentation.md:28	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""if two functions share a title, one of them is wrong"""
function-documentation-014	MOVED	.claude/standards/function-documentation.md:29	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Must be informative when skimming the pkgdown reference index in isolation"""
function-documentation-015	MOVED	.claude/standards/function-documentation.md:33	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Must add information the title does not contain"""
function-documentation-016	MOVED	.claude/standards/function-documentation.md:33	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""do not restate the title in prose"""
function-documentation-017	MOVED	.claude/standards/function-documentation.md:35	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Title = high-level summary; description = mechanism, key nuance, or an important behavioral constrai..."""
function-documentation-018	MOVED	.claude/standards/function-documentation.md:37	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""No formulas in `@description`"""
function-documentation-019	MOVED	.claude/standards/function-documentation.md:37	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""formulas belong in the Algorithm section"""
function-documentation-020	MOVED	.claude/standards/function-documentation.md:38	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Keep to 1–3 sentences"""
function-documentation-021	MOVED	.claude/standards/function-documentation.md:38	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""longer explanatory content belongs in `@details` or named `@section` blocks"""
function-documentation-022	MOVED	.claude/standards/function-documentation.md:43	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Type annotation.** Lead every `@param` with a type annotation"""
function-documentation-023	MOVED	.claude/standards/function-documentation.md:46	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""#' @param data A `survey_taylor`, `survey_nonprob`, or `survey_replicate`."""
function-documentation-024	MOVED	.claude/standards/function-documentation.md:49	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Defaults.** State the default first"""
function-documentation-025	MOVED	.claude/standards/function-documentation.md:49	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""explicitly call it the default"""
function-documentation-026	MOVED	.claude/standards/function-documentation.md:52	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""#' @param method `logit""` (the default), `""probit""`, or `""cloglog""`."""""
function-documentation-027	MOVED	.claude/standards/function-documentation.md:57	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Inline if each option fits a single-phrase description (as in the `method` example above)"""
function-documentation-028	MOVED	.claude/standards/function-documentation.md:59	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Bullet list or fenced code block if any option requires its own sentence or sub-structure"""
function-documentation-029	MOVED	.claude/standards/function-documentation.md:62	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Content rule.** `@param` describes the effect of the argument on behavior or output"""
function-documentation-030	MOVED	.claude/standards/function-documentation.md:62	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""`@param` describes the effect of the argument on behavior or output — not the internal mechanism"""
function-documentation-031	MOVED	.claude/standards/function-documentation.md:63	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Mechanism content belongs in `@details` or named `@section` blocks."""
function-documentation-032	MOVED	.claude/standards/function-documentation.md:66	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**`@param data` specifically.** Lead with the accepted classes."""
function-documentation-033	MOVED	.claude/standards/function-documentation.md:66	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""When class-specific behavior routes to another section, include a forward reference rather than an i..."""
function-documentation-034	MOVED	.claude/standards/function-documentation.md:71	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""#' @param data A `survey_taylor`, `survey_nonprob`, or `survey_replicate`. For inputs containing rep..."""
function-documentation-035	MOVED	.claude/standards/function-documentation.md:76	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Name the classes the function actually accepts"""
function-documentation-036	MOVED	.claude/standards/function-documentation.md:76	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""say what happens to the rest"""
function-documentation-037	MOVED	.claude/standards/function-documentation.md:77	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Every weighting function rejects a plain `data.frame`, so the accepted list never includes one"""
function-documentation-038	MOVED	.claude/standards/function-documentation.md:81	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""#' @param data A `survey_taylor` or `survey_nonprob`. Must include BOTH respondents and nonresponden..."""
function-documentation-039	MOVED	.claude/standards/function-documentation.md:86	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**`@inheritParams`.** Use only when the argument is genuinely identical in behavior across the inher..."""
function-documentation-040	MOVED	.claude/standards/function-documentation.md:87	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""genuinely identical in behavior — not just in name"""
function-documentation-041	MOVED	.claude/standards/function-documentation.md:87	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Always place a code comment above the tag identifying the source"""
function-documentation-042	MOVED	.claude/standards/function-documentation.md:91	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""# x and weights are identical in behavior to effective_sample_size() #' @inheritParams effective_sam..."""
function-documentation-043	MOVED	.claude/standards/function-documentation.md:97	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Use `@returns` on every exported function."""
function-documentation-044	MOVED	.claude/standards/function-documentation.md:97	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Use `@returns` (not `@return`)"""
function-documentation-045	MOVED	.claude/standards/function-documentation.md:99	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Describe the output's **shape** (class, class-preservation rule) and **behavioral guarantees** (prop..."""
function-documentation-046	MOVED	.claude/standards/function-documentation.md:101	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Enumerate by input class only when behavior meaningfully differs across classes"""
function-documentation-047	MOVED	.claude/standards/function-documentation.md:102	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""if every class produces the same output class with the same properties, a single-sentence descriptio..."""
function-documentation-048	MOVED	.claude/standards/function-documentation.md:103	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""do not enumerate for its own sake"""
function-documentation-049	MOVED	.claude/standards/function-documentation.md:105	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Class-specific routing:** output differences (what the returned object contains or how it differs..."""
function-documentation-050	MOVED	.claude/standards/function-documentation.md:106	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""algorithm differences belong in the Algorithm section"""
function-documentation-051	MOVED	.claude/standards/function-documentation.md:107	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""replicate-weight-scope differences belong in the Replicate Weights section"""
function-documentation-052	MOVED	.claude/standards/function-documentation.md:109	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""When the input may contain replicate weight columns, document that all replicate weight columns are..."""
function-documentation-053	MOVED	.claude/standards/function-documentation.md:113	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""#' @returns A `survey_nonprob` with updated weights. If the input contains replicate weight columns,..."""
function-documentation-054	MOVED	.claude/standards/function-documentation.md:118	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Do not define package-level concepts (e.g., weighting history) inside `@returns` — reference them wi..."""
function-documentation-055	MOVED	.claude/standards/function-documentation.md:119	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""reference them [package-level concepts] with standard phrasing"""
function-documentation-056	MOVED	.claude/standards/function-documentation.md:120	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Standard phrasing for weighting history entries:** A new entry with `operation = ""fn_name""` is app..."""
function-documentation-057	MOVED	.claude/standards/function-documentation.md:121	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Quote the string the function actually writes, which is usually the function name but not always"""
function-documentation-058	MOVED	.claude/standards/function-documentation.md:123	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""`adjust_nonresponse()` writes `nonresponse_weighting_class""`, `""nonresponse_propensity""`, or `""nonre..."""
function-documentation-059	MOVED	.claude/standards/function-documentation.md:125	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""the `create_*_weights()` functions write `bootstrap_weights""`, `""jackknife_weights""`, or `""replicate..."""
function-documentation-060	MOVED	.claude/standards/function-documentation.md:131	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Use [`@details`] for content that cannot be captured in `@description`"""
function-documentation-061	MOVED	.claude/standards/function-documentation.md:132	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Formulas go in `@details` (specifically in the Algorithm section)"""
function-documentation-062	MOVED	.claude/standards/function-documentation.md:132	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""[Formulas go] never in `@description`"""
function-documentation-063	MOVED	.claude/standards/function-documentation.md:134	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Mechanism and algorithm logic go in `@details`"""
function-documentation-064	MOVED	.claude/standards/function-documentation.md:134	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Mechanism and algorithm logic go in `@details`, not in `@param`"""
function-documentation-065	MOVED	.claude/standards/function-documentation.md:135	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Whether `@details` is required depends on tier (see tier-specific rules below)"""
function-documentation-066	MOVED	.claude/standards/function-documentation.md:139	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Use the six canonical sections below when applicable"""
function-documentation-067	MOVED	.claude/standards/function-documentation.md:139	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""[Use the six canonical sections] in this canonical order"""
function-documentation-068	MOVED	.claude/standards/function-documentation.md:139	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Custom sections are permitted when content is genuinely distinct from all six canonical sections — t..."""
function-documentation-069	MOVED	.claude/standards/function-documentation.md:141	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Example: a function that exposes weighting history structure might warrant a Weighting History"" sect..."""
function-documentation-070	MOVED	.claude/standards/function-documentation.md:144	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Format:** `@section Section Name:` for top-level sections"""
function-documentation-071	MOVED	.claude/standards/function-documentation.md:144	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""`**Bold text**` for sub-sections within a section"""
function-documentation-072	MOVED	.claude/standards/function-documentation.md:145	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""roxygen2 does not support nested `@section`"""
function-documentation-073	MOVED	.claude/standards/function-documentation.md:147	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""1. **Algorithm** — statistical algorithm(s), formulas, mathematical details."""
function-documentation-074	MOVED	.claude/standards/function-documentation.md:148	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""For multi-algorithm functions, use `**Bold sub-headers**` per algorithm within the same section."""
function-documentation-075	MOVED	.claude/standards/function-documentation.md:151	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""2. **Convergence** — convergence criterion, tolerance parameters, and what happens when the algorith..."""
function-documentation-076	MOVED	.claude/standards/function-documentation.md:155	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""3. **Missing Data** — how NAs in predictors, weights, or strata are handled."""
function-documentation-077	MOVED	.claude/standards/function-documentation.md:156	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Include if the behavior is non-obvious or if the function exposes a `missing_method` argument."""
function-documentation-078	MOVED	.claude/standards/function-documentation.md:159	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""4. **Replicate Weights** — behavior when the input contains replicate weight columns."""
function-documentation-079	MOVED	.claude/standards/function-documentation.md:160	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Documents scope differences (the method is applied to all replicate weight columns in addition to th..."""
function-documentation-080	MOVED	.claude/standards/function-documentation.md:162	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Include whenever the function accepts objects that may carry replicate weights and the handling diff..."""
function-documentation-081	MOVED	.claude/standards/function-documentation.md:165	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""5. **Limitations** — known failure modes, cases where results are unreliable without an error being..."""
function-documentation-082	MOVED	.claude/standards/function-documentation.md:168	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""6. **Warnings** — when warnings may occur and how to resolve them."""
function-documentation-083	MOVED	.claude/standards/function-documentation.md:168	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Plain language only — no warning class names."""
function-documentation-084	MOVED	.claude/standards/function-documentation.md:173	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Required for any function implementing a published method"""
function-documentation-085	MOVED	.claude/standards/function-documentation.md:174	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Use standard academic citation format"""
function-documentation-086	MOVED	.claude/standards/function-documentation.md:177	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Kish, L. (1965). _Survey Sampling_. John Wiley & Sons."""
function-documentation-087	MOVED	.claude/standards/function-documentation.md:180	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**In-line citations** (e.g., Kish (1965)"" within description or section text): optional, and only if..."""
function-documentation-088	MOVED	.claude/standards/function-documentation.md:182	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""If no `comprehension.md` exists for the spec, omit in-line citations entirely."""
function-documentation-089	MOVED	.claude/standards/function-documentation.md:183	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Incorrect in-line citations are worse than none."""
function-documentation-090	MOVED	.claude/standards/function-documentation.md:187	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Required (not optional) in three cases"""
function-documentation-091	MOVED	.claude/standards/function-documentation.md:189	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Dispatchers** — must link to every function the dispatcher routes to"""
function-documentation-092	MOVED	.claude/standards/function-documentation.md:190	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Sibling functions** — must link to all other functions in the same `@family`"""
function-documentation-093	MOVED	.claude/standards/function-documentation.md:192	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Canonical companions** — closely related functions a user would naturally reach for next (e.g., `i..."""
function-documentation-094	MOVED	.claude/standards/function-documentation.md:197	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Package data required.** All examples must use package data."""
function-documentation-095	MOVED	.claude/standards/function-documentation.md:197	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""If a function's examples cannot use existing package data as-is, flag the relevant dataset for remed..."""
function-documentation-096	MOVED	.claude/standards/function-documentation.md:199	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""do not substitute inline data as a workaround"""
function-documentation-097	MOVED	.claude/standards/function-documentation.md:201	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**`\dontrun{}`** Do not use `\dontrun{}` except for examples that genuinely require external resourc..."""
function-documentation-098	MOVED	.claude/standards/function-documentation.md:203	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Every other example must run successfully during `R CMD check`."""
function-documentation-099	MOVED	.claude/standards/function-documentation.md:212	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Always: the simplest working call, over a survey object built from package data."""
function-documentation-100	MOVED	.claude/standards/function-documentation.md:213	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""A plain `data.frame` cannot be the input — every weighting function rejects one"""
function-documentation-101	MOVED	.claude/standards/function-documentation.md:215	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Always: one example per input class the function accepts, demonstrating the unique behavior of that..."""
function-documentation-102	MOVED	.claude/standards/function-documentation.md:217	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""When an argument accepts multiple formats (e.g., two `targets` formats in calibration functions): sh..."""
function-documentation-103	MOVED	.claude/standards/function-documentation.md:219	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""When a function has a `method` or `algorithm` argument: demonstrate each method"""
function-documentation-104	MOVED	.claude/standards/function-documentation.md:221	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""When a `by` argument is present: show its effect on output structure"""
function-documentation-105	MOVED	.claude/standards/function-documentation.md:225	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Comments explain **why**, not what — what"" comments are noise; the code itself shows what"""""
function-documentation-106	MOVED	.claude/standards/function-documentation.md:227	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Section headers are the exception: use them to label the scenario being demonstrated"""
function-documentation-107	MOVED	.claude/standards/function-documentation.md:229	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""Section header format: `# Brief scenario label ---------------------------`"""
function-documentation-108	MOVED	.claude/standards/function-documentation.md:230	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""(dashes fill to ~76 characters, consistent with air formatter style)"""
function-documentation-109	MOVED	.claude/standards/function-documentation.md:232	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Length.** If the example block exceeds ~25 lines, consider whether the longer cases belong in a vi..."""
function-documentation-110	MOVED	.claude/standards/function-documentation.md:237	"Verified via git diff against pinned original (commit 45e8751 .claude/rules/function-documentation.md): byte-identical except header removal and one unrelated insertion elsewhere. Surviving text: ""**Input validation errors:** do not document in help pages — this is redundant with `@param`"""
