id	source_file	source_line	category	verbatim	literals
code-style-051	.claude/rules/code-style.md	152	requirement	"Use **`@` directly** everywhere in internal code to access properties of surveycore S7 objects."	@
code-style-052	.claude/rules/code-style.md	155	requirement	"# Reading properties of a surveycore object in surveywts internal code wt_vec  <- data@data[[data@variables$weights]] meta    <- data@metadata history <- meta@weighting_history"	data@data;data@variables$weights;data@metadata;meta@weighting_history
code-style-053	.claude/rules/code-style.md	160	requirement	"# Writing back (surveywts pattern for updating weighting history): meta@weighting_history <- c(history, list(new_entry)) data@metadata <- meta"	meta@weighting_history;data@metadata
code-style-054	.claude/rules/code-style.md	167	mapping	"surveywts defines print methods for the surveycore classes `survey_nonprob` and `survey_replicate`, both registered in `R/methods-print.R`."	survey_nonprob;survey_replicate;R/methods-print.R
code-style-055	.claude/rules/code-style.md	168	requirement	"Registration happens via `S7::methods_register()` called from `.onLoad()` in `R/zzz.R`."	S7::methods_register();.onLoad();R/zzz.R
code-style-056	.claude/rules/code-style.md	169	requirement	"If adding a new print method, add it to `methods-print.R` and ensure `.onLoad()` still calls `S7::methods_register()`."	methods-print.R;.onLoad();S7::methods_register()
code-style-057	.claude/rules/code-style.md	174	requirement	"Always use **`S7::S7_inherits(x, ClassName)`** with the class object"	S7::S7_inherits(x, ClassName)
code-style-058	.claude/rules/code-style.md	174	prohibition	"— never a string."	
code-style-059	.claude/rules/code-style.md	177	requirement	"# Correct — fully qualified when the class comes from surveycore if (!S7::S7_inherits(data, surveycore::survey_base)) { cli::cli_abort( c("x" = "{.arg data} must be a {.cls survey_base} object."), class = "surveywts_error_not_survey_base" ) }"	surveycore::survey_base;surveywts_error_not_survey_base;{.arg data};{.cls survey_base}
code-style-060	.claude/rules/code-style.md	185	tiebreaker	"# Also correct — bare name resolves at runtime (surveycore is imported), # but use :: in examples and documentation for clarity if (!S7::S7_inherits(data, surveycore::survey_taylor)) { cli::cli_abort(...) }"	::;surveycore::survey_taylor
code-style-061	.claude/rules/code-style.md	191	prohibition	"# Wrong — string; rename silently breaks the check if (!inherits(data, "survey_taylor")) { cli::cli_abort(...) }"	inherits(data, "survey_taylor")
code-style-062	.claude/rules/code-style.md	197	requirement	"Base `inherits()` is still correct for classes that are genuinely S3 — for example `inherits(formula, "formula")` in `.validate_formula()`."	inherits();inherits(formula, "formula");.validate_formula()
code-style-063	.claude/rules/code-style.md	198	requirement	"Use it only for S3 classes"	
code-style-064	.claude/rules/code-style.md	199	prohibition	"never for a surveycore class."	
code-style-065	.claude/rules/code-style.md	203	requirement	"Every weighting function in surveywts requires a `survey_base` object — `survey_nonprob`, `survey_taylor`, or `survey_replicate`."	survey_base;survey_nonprob;survey_taylor;survey_replicate
code-style-066	.claude/rules/code-style.md	204	prohibition	"Plain data frames and tibbles are not accepted."	
code-style-067	.claude/rules/code-style.md	207	requirement	"Each family gates its input with its own validator, called before any other validation."	
code-style-068	.claude/rules/code-style.md	208	requirement	"Use the one that belongs to the family you are working in"	
code-style-069	.claude/rules/code-style.md	212	mapping	"Calibration, nonresponse | `.check_input_class()` | `utils.R`"	.check_input_class();utils.R
code-style-070	.claude/rules/code-style.md	213	mapping	"Utilities (`trim_weights()`, `rescale_weights()`) | `.check_weight_utils_class()` | `weight-utils.R`"	trim_weights();rescale_weights();.check_weight_utils_class();weight-utils.R
code-style-071	.claude/rules/code-style.md	214	mapping	"Replicate weights | `.validate_replicate_input()` | `replicate-utils.R`"	.validate_replicate_input();replicate-utils.R
code-style-072	.claude/rules/code-style.md	215	mapping	"Diagnostics | `.diag_validate_input()` | `diagnostics-utils.R`"	.diag_validate_input();diagnostics-utils.R
code-style-073	.claude/rules/code-style.md	218	requirement	"# First statement in a calibration or nonresponse function .check_input_class(data)"	.check_input_class(data)
code-style-074	.claude/rules/code-style.md	222	value	"`.check_input_class()` throws `surveywts_error_not_survey_base`."	.check_input_class();surveywts_error_not_survey_base
code-style-075	.claude/rules/code-style.md	222	tiebreaker	"The other three gates accept narrower sets and throw their own classes — read the helper before assuming which classes it lets through."	
code-style-076	.claude/rules/code-style.md	224	requirement	"`calibrate()` calls no gate directly: `calibrate()` forwards to a dispatched function that gates"	calibrate()
code-style-077	.claude/rules/code-style.md	225	requirement	"`as_taylor_design()` calls no gate directly: `as_taylor_design()` does its own class check inline."	as_taylor_design()
code-style-078	.claude/rules/code-style.md	229	requirement	"After that gate passes, branch only where the classes genuinely behave differently — for example when replicate weight columns need the same treatment as the full-sample weight"	
code-style-079	.claude/rules/code-style.md	234	requirement	"if (S7::S7_inherits(data, surveycore::survey_replicate)) { # Apply the method to @variables$repweights as well as the main weight"	surveycore::survey_replicate;@variables$repweights
code-style-080	.claude/rules/code-style.md	236	requirement	"} else if (S7::S7_inherits(data, surveycore::survey_nonprob)) { # survey_nonprob-specific path (e.g., reading @calibration provenance) }"	surveycore::survey_nonprob;@calibration
code-style-081	.claude/rules/code-style.md	241	requirement	"Test for the specific class"	
code-style-082	.claude/rules/code-style.md	241	prohibition	"not for `is.data.frame()`."	is.data.frame()
code-style-083	.claude/rules/code-style.md	241	value	"A survey object holds its data in `@data`; the object itself is not a data frame."	@data
code-style-084	.claude/rules/code-style.md	244	prohibition	"**History entry construction.** Do not assemble or append history entries by hand."	
code-style-085	.claude/rules/code-style.md	245	requirement	"Build the entry with `.make_history_entry()`, then write it with `.update_survey_weights()`, which appends to `@metadata@weighting_history`, updates the weight column, and returns an object of the same class as the input"	.make_history_entry();.update_survey_weights();@metadata@weighting_history
code-style-086	.claude/rules/code-style.md	250	requirement	"history_entry <- .make_history_entry( step = length(.get_history(data)) + 1L, operation = "raking", weight_col = weight_col, call_str = paste(deparse(match.call()), collapse = " "), parameters = parameters, before_stats = .compute_weight_stats(wt_vec), after_stats = .compute_weight_stats(new_wt_vec), convergence = convergence )"	.make_history_entry();.get_history();1L;"raking";weight_col;call_str;deparse(match.call());before_stats;after_stats;.compute_weight_stats();convergence
code-style-087	.claude/rules/code-style.md	261	requirement	"result <- .update_survey_weights( design = data, new_weights_vec = new_wt_vec, history_entry = history_entry, wt_name = wt_name )"	.update_survey_weights();design;new_weights_vec;history_entry;wt_name
code-style-088	.claude/rules/code-style.md	269	default	"`wt_name = NULL` overwrites the existing weight column in place."	wt_name = NULL
code-style-089	.claude/rules/code-style.md	269	requirement	"A non-NULL `wt_name` writes a new column and updates `@variables$weights`"	wt_name;@variables$weights
code-style-090	.claude/rules/code-style.md	270	value	"it throws `surveywts_error_wt_name_conflict` when that name is already taken by a non-weight column."	surveywts_error_wt_name_conflict
code-style-091	.claude/rules/code-style.md	279	requirement	"Standard three-bullet structure:"	
code-style-092	.claude/rules/code-style.md	284	requirement	""x" = "What went wrong (declarative)."      # Always present"	"x";Always present
code-style-093	.claude/rules/code-style.md	285	requirement	""i" = "Context or diagnosis."                # Usually present"	"i";Usually present
code-style-094	.claude/rules/code-style.md	286	requirement	""v" = "How to fix it (imperative)."           # When fixable"	"v";When fixable
code-style-095	.claude/rules/code-style.md	288	requirement	"class = "surveywts_error_{condition}"          # ALWAYS required"	surveywts_error_{condition};ALWAYS required
code-style-096	.claude/rules/code-style.md	292	requirement	"`"x"` — What is wrong. Subject is the object/argument, not the user. Active voice."	"x"
code-style-097	.claude/rules/code-style.md	293	requirement	"`"i"` — Why, or what was found. Provide actual values with `{.val}` / `{.field}` / `{.cls}`."	"i";{.val};{.field};{.cls}
code-style-098	.claude/rules/code-style.md	294	requirement	"`"v"` — The fix. Imperative: `"Use {.fn as.numeric}..."`. Only include when actionable."	"v";{.fn as.numeric}
code-style-099	.claude/rules/code-style.md	297	requirement	"# Good cli::cli_abort( c( "x" = "Weight column {.field {weight_col}} contains {n_na} NA value(s).", "i" = "Weights must be fully observed.", "v" = "Remove rows with missing weights before proceeding." ), class = "surveywts_error_weights_na" )"	surveywts_error_weights_na;{.field {weight_col}};{n_na}
code-style-100	.claude/rules/code-style.md	307	prohibition	"# Bad — no class, no context cli::cli_abort("weights have NAs")"	cli::cli_abort("weights have NAs")
code-style-101	.claude/rules/code-style.md	312	requirement	"Same structure and same `class=` requirement:"	class=
code-style-102	.claude/rules/code-style.md	317	requirement	""!" = "What triggered the warning.""	"!"
code-style-103	.claude/rules/code-style.md	318	requirement	""i" = "Why this matters.""	"i"
code-style-104	.claude/rules/code-style.md	319	requirement	""i" = "What to do if this is unexpected.""	"i"
code-style-105	.claude/rules/code-style.md	321	requirement	"class = "surveywts_warning_{condition}"    # ALWAYS required"	surveywts_warning_{condition};ALWAYS required
code-style-106	.claude/rules/code-style.md	326	requirement	"`class=` is **required on every `cli_abort()` and `cli_warn()` call** — no exceptions."	class=;cli_abort();cli_warn()
code-style-107	.claude/rules/code-style.md	328	value	"The canonical list of all classes is in `plans/error-messages.md`."	plans/error-messages.md
code-style-108	.claude/rules/code-style.md	329	procedure	"1. Add a row to `plans/error-messages.md` first"	plans/error-messages.md
code-style-109	.claude/rules/code-style.md	330	procedure	"2. Use the class name from that table in the code"	
code-style-110	.claude/rules/code-style.md	331	procedure	"3. Add a corresponding `expect_error(class = ...)` test"	expect_error(class = ...)
code-style-111	.claude/rules/code-style.md	334	value	"Errors: `"surveywts_error_{snake_case_condition}"`"	surveywts_error_{snake_case_condition}
code-style-112	.claude/rules/code-style.md	335	value	"Warnings: `"surveywts_warning_{snake_case_condition}"`"	surveywts_warning_{snake_case_condition}
code-style-113	.claude/rules/code-style.md	339	value	"# Error class examples "surveywts_error_not_survey_base""	surveywts_error_not_survey_base
code-style-114	.claude/rules/code-style.md	340	value	""surveywts_error_weights_nonpositive""	surveywts_error_weights_nonpositive
code-style-115	.claude/rules/code-style.md	341	value	""surveywts_error_calibration_not_converged""	surveywts_error_calibration_not_converged
code-style-116	.claude/rules/code-style.md	344	value	"# Warning class examples "surveywts_warning_no_weights_trimmed""	surveywts_warning_no_weights_trimmed
code-style-117	.claude/rules/code-style.md	345	value	""surveywts_warning_class_near_empty""	surveywts_warning_class_near_empty
code-style-118	.claude/rules/code-style.md	346	value	""surveywts_warning_negative_calibrated_weights""	surveywts_warning_negative_calibrated_weights
code-style-119	.claude/rules/code-style.md	350	requirement	"Use the appropriate markup type consistently:"	
code-style-120	.claude/rules/code-style.md	354	mapping	"Function argument | `{.arg weights}` | `weights`"	{.arg weights}
code-style-121	.claude/rules/code-style.md	355	mapping	"Column / variable name | `{.field {var}}` | `var`"	{.field {var}}
code-style-122	.claude/rules/code-style.md	356	mapping	"Function name | `{.fn as_survey}` | `as_survey()`"	{.fn as_survey};as_survey()
code-style-123	.claude/rules/code-style.md	357	mapping	"Code snippet | `{.code nest = TRUE}` | `nest = TRUE`"	{.code nest = TRUE};nest = TRUE
code-style-124	.claude/rules/code-style.md	358	mapping	"A value | `{.val "brr"}` | `"brr"`"	{.val "brr"};"brr"
code-style-125	.claude/rules/code-style.md	359	mapping	"A class name | `{.cls survey_taylor}` | `<survey_taylor>`"	{.cls survey_taylor};<survey_taylor>
code-style-126	.claude/rules/code-style.md	362	requirement	"**`"x"` bullets** — declarative, object as subject: `"Weight column {.field wt} is not numeric."`"	"x";{.field wt}
code-style-127	.claude/rules/code-style.md	363	requirement	"**`"i"` bullets** — declarative, system as subject: `"Got class {.cls {class(wt_col)}}."`"	"i";{.cls {class(wt_col)}}
code-style-128	.claude/rules/code-style.md	364	requirement	"**`"v"` bullets** — imperative: `"Use {.fn as.numeric} to convert."` or `"Set {.arg fpc = NULL} to skip FPC."`"	"v";{.fn as.numeric};{.arg fpc = NULL}
code-style-129	.claude/rules/code-style.md	365	prohibition	"Never `"You must..."` or `"You provided..."` — the user is never addressed directly"	You must...;You provided...
code-style-130	.claude/rules/code-style.md	367	mapping	"For the full inline markup reference (50+ classes, pluralization, progress bars, theming), see the `cli` skill in `.claude/skills/cli/`."	.claude/skills/cli/;50+
code-style-131	.claude/rules/code-style.md	376	mapping	"Calibration functions: `calibrate_rake()`, `poststratify()`, etc. | Visible (updated object, same class as input)"	calibrate_rake();poststratify()
code-style-132	.claude/rules/code-style.md	377	mapping	"Nonresponse functions: `adjust_nonresponse()`, `redistribute_weights()` | Visible (updated object, same class as input)"	adjust_nonresponse();redistribute_weights()
code-style-133	.claude/rules/code-style.md	378	mapping	"Utility functions: `trim_weights()`, `rescale_weights()` | Visible (updated object, same class as input)"	trim_weights();rescale_weights()
code-style-134	.claude/rules/code-style.md	379	mapping	"Diagnostic functions: `effective_sample_size()`, `weight_variability()`, `summarize_weights()` | Visible (named scalar or tibble)"	effective_sample_size();weight_variability();summarize_weights()
code-style-135	.claude/rules/code-style.md	380	mapping	"`ipw()` — always returns `survey_nonprob` regardless of input class | Visible (`survey_nonprob`)"	ipw();survey_nonprob
code-style-136	.claude/rules/code-style.md	381	mapping	"Print methods: `S7::method(print, surveycore::survey_nonprob)`, etc. | `invisible(x)`"	S7::method(print, surveycore::survey_nonprob);invisible(x)
code-style-137	.claude/rules/code-style.md	382	mapping	"Internal validators: `.validate_weights()`, `.validate_wt_name()`, etc. | `invisible(TRUE)` on success"	.validate_weights();.validate_wt_name();invisible(TRUE)
code-style-138	.claude/rules/code-style.md	383	mapping	"Internal constructors: `.make_history_entry()` | Visible (the new object)"	.make_history_entry()
code-style-139	.claude/rules/code-style.md	386	requirement	"# Weighting function — always returns visible, same class as input trim_weights <- function(data, weights = NULL, lower = NULL, upper = NULL, ...) { # ... implementation ... result  # visible — no invisible() }"	trim_weights;weights = NULL;lower = NULL;upper = NULL;invisible()
code-style-140	.claude/rules/code-style.md	392	requirement	"# Diagnostic function — visible scalar or tibble effective_sample_size <- function(x, weights = NULL) { # ... ess  # visible }"	effective_sample_size;weights = NULL;ess
code-style-141	.claude/rules/code-style.md	398	requirement	"# Internal validator — invisible(TRUE) on success, cli_abort() on failure"	invisible(TRUE);cli_abort()
code-style-142	.claude/rules/code-style.md	399	requirement	".validate_wt_name <- function(wt_name) { if (!is.character(wt_name) || length(wt_name) != 1L) { cli::cli_abort( c("x" = "{.arg wt_name} must be a single character string."), class = "surveywts_error_wt_name_invalid" ) } invisible(TRUE) }"	.validate_wt_name;is.character;1L;surveywts_error_wt_name_invalid;invisible(TRUE)
code-style-143	.claude/rules/code-style.md	411	requirement	"**Required before optional.**"	
code-style-144	.claude/rules/code-style.md	411	requirement	"**Object/data always first.**"	
code-style-145	.claude/rules/code-style.md	411	requirement	"**NSE/tidy-select before scalar.**"	
code-style-146	.claude/rules/code-style.md	411	requirement	"**`...` last.**"	...
code-style-147	.claude/rules/code-style.md	414	mapping	"1. `x` / `data` — the survey object (always mandatory, always first)"	x;data
code-style-148	.claude/rules/code-style.md	415	mapping	"2. Required NSE/tidy-select arguments (bare names the user must provide)"	
code-style-149	.claude/rules/code-style.md	416	mapping	"3. Required scalar arguments (non-NSE arguments with no default)"	
code-style-150	.claude/rules/code-style.md	417	mapping	"4. Optional NSE/tidy-select arguments (`ids = NULL`, `weights = NULL`, etc.)"	ids = NULL;weights = NULL
code-style-151	.claude/rules/code-style.md	418	mapping	"5. Optional scalar control arguments (`nest = FALSE`, `mse = TRUE`, `validate = TRUE`)"	nest = FALSE;mse = TRUE;validate = TRUE
code-style-152	.claude/rules/code-style.md	419	mapping	"6. `...`"	...
code-style-153	.claude/rules/code-style.md	422	requirement	"# ipw: data (1), reference (2, required), then optional args"	ipw;data;reference
code-style-154	.claude/rules/code-style.md	423	value	"ipw <- function( data, reference, selection = NULL, predictors = NULL, missing_method = c("omit", "separate", "impute"), mice_args = list(), method = "logit", estimating_eq = c("gee", "mle"), maxit = 25L, epsilon = 1e-8, adjust_reference = TRUE, trim = FALSE, population_size = NULL, wt_name = "ipw_weight" )"	selection = NULL;predictors = NULL;c("omit", "separate", "impute");mice_args = list();method = "logit";c("gee", "mle");maxit = 25L;epsilon = 1e-8;adjust_reference = TRUE;trim = FALSE;population_size = NULL;wt_name = "ipw_weight"
code-style-155	.claude/rules/code-style.md	440	requirement	"# calibrate_rake: data (1), targets (2, required), weights (3, optional NSE), #                 then optional scalars"	calibrate_rake;data;targets;weights
code-style-156	.claude/rules/code-style.md	442	value	"calibrate_rake <- function( data, targets, weights = NULL, wt_name = NULL, type = c("prop", "count"), algorithm = c("classic_ipf", "nr"), cap = NULL, control = list(), reference_design = NULL )"	weights = NULL;wt_name = NULL;c("prop", "count");c("classic_ipf", "nr");cap = NULL;control = list();reference_design = NULL
code-style-157	.claude/rules/code-style.md	455	default	"`wt_name = NULL` is the default for every weighting function"	wt_name = NULL
code-style-158	.claude/rules/code-style.md	455	value	"except `ipw()`, which returns a new column named `"ipw_weight"`."	ipw();"ipw_weight"
code-style-159	.claude/rules/code-style.md	456	value	"`NULL` means overwrite the existing weight column in place."	NULL
code-style-160	.claude/rules/code-style.md	461	requirement	"surveywts functions are plain R functions — not S7 generics, not S3 generics."	
code-style-161	.claude/rules/code-style.md	461	requirement	"Type dispatch is always explicit via `S7::S7_inherits()` or `inherits()`."	S7::S7_inherits();inherits()
code-style-162	.claude/rules/code-style.md	466	mapping	"Type checking a surveycore S7 object | `S7::S7_inherits(x, surveycore::survey_nonprob)`"	S7::S7_inherits(x, surveycore::survey_nonprob)
code-style-163	.claude/rules/code-style.md	467	mapping	"Type checking a genuinely S3 class (e.g. `formula`) | `inherits(x, "formula")`"	inherits(x, "formula")
code-style-164	.claude/rules/code-style.md	468	mapping	"Registering a print method for a surveycore class | `S7::method(print, surveycore::survey_nonprob) <- function(x, ...) { }` in `methods-print.R`"	S7::method(print, surveycore::survey_nonprob);methods-print.R
code-style-165	.claude/rules/code-style.md	470	prohibition	"Never use `UseMethod()` in surveywts — S3 dispatch does not work for S7 objects."	UseMethod()
code-style-166	.claude/rules/code-style.md	475	mapping	"Exactly 1 source file | Inline in that function's `.R` file, **below** the exported function"	1
code-style-167	.claude/rules/code-style.md	476	mapping	"2+ functions in the same family | `{family}-utils.R`"	{family}-utils.R
code-style-168	.claude/rules/code-style.md	477	mapping	"2+ functions across different families | `utils.R`"	utils.R
code-style-169	.claude/rules/code-style.md	479	prohibition	"All internal helpers are **not exported**"	
code-style-170	.claude/rules/code-style.md	479	requirement	"and prefixed with `.`."	.
code-style-171	.claude/rules/code-style.md	486	requirement	"Terse (one sentence) for self-evident arguments."	
code-style-172	.claude/rules/code-style.md	486	requirement	"Fuller for arguments with non-obvious behavior, constraints, interactions, or where `NULL` has a non-obvious effect."	NULL
code-style-173	.claude/rules/code-style.md	491	requirement	"`@returns` — required on every exported function"	@returns
code-style-174	.claude/rules/code-style.md	492	requirement	"`@examples` — must run during `R CMD check`."	@examples;R CMD check
code-style-175	.claude/rules/code-style.md	492	tiebreaker	"`\dontrun{}` only for examples that genuinely require an external resource (a live database connection or a network call); see `function-documentation.md`"	\dontrun{};function-documentation.md
code-style-176	.claude/rules/code-style.md	495	requirement	"`@family` — group exports by type (e.g., `calibration`, `diagnostics`)"	@family;calibration;diagnostics
code-style-177	.claude/rules/code-style.md	500	mapping	"Obvious one-liner | No roxygen"	
code-style-178	.claude/rules/code-style.md	501	mapping	"Complex enough to explain | `@keywords internal` + `@noRd`"	@keywords internal;@noRd
code-style-179	.claude/rules/code-style.md	504	requirement	"**`::` everywhere"	::
code-style-180	.claude/rules/code-style.md	504	prohibition	"no `@importFrom` in any source file.**"	@importFrom
code-style-181	.claude/rules/code-style.md	506	value	"**No exception applies today.** surveywts registers no S3 methods, so `NAMESPACE` holds no `S3method()` directives and no source file needs `@importFrom`."	NAMESPACE;S3method();@importFrom
code-style-182	.claude/rules/code-style.md	508	tiebreaker	"If surveywts ever registers an S3 method for a generic from another package, `@importFrom` becomes required for that one method, because `roxygen2` cannot generate the `S3method()` directive without it."	@importFrom;roxygen2;S3method()
code-style-183	.claude/rules/code-style.md	510	prohibition	"Until then, an `@importFrom` tag anywhere in `R/` is a mistake."	@importFrom;R/
code-style-184	.claude/rules/code-style.md	514	requirement	"# Correct result <- rlang::enquo(x)"	rlang::enquo(x)
code-style-185	.claude/rules/code-style.md	517	prohibition	"# Wrong result <- enquo(x)  # requires @importFrom rlang enquo"	enquo(x);@importFrom rlang enquo
code-style-186	.claude/rules/code-style.md	522	prohibition	"Never manually edit `NAMESPACE` — 100% generated by `devtools::document()`"	NAMESPACE;devtools::document()
code-style-187	.claude/rules/code-style.md	523	requirement	"Run `devtools::document()` before committing any file that changes roxygen2"	devtools::document();roxygen2
code-style-188	.claude/rules/code-style.md	524	requirement	"Export policy: user-facing functions only; no re-exports."	
code-style-189	.claude/rules/code-style.md	524	value	"surveywts defines no classes and no generics — see `surveywts-conventions.md` §6"	surveywts-conventions.md;§6
code-style-190	.claude/rules/code-style.md	525	requirement	"Run `devtools::check()` before opening a PR"	devtools::check()
code-style-191	.claude/rules/code-style.md	525	value	"CI uses `--as-cran`"	--as-cran
