id	verdict	location	evidence
surveywts-conventions-097	MOVED	.claude/standards/surveywts-conventions.md:206	`calibrate_linear()` | `data, targets, weights = NULL, wt_name = NULL, bounds = NULL, bounds_scale = c("multiplicative", "absolute"), unit_scale = NULL, type = c("prop", "count"), control = list(),...
surveywts-conventions-098	MOVED	.claude/standards/surveywts-conventions.md:207	`calibrate_logit()` | `data, targets, weights = NULL, wt_name = NULL, bounds = c(1e-6, 1e6), bounds_scale = c("multiplicative", "absolute"), unit_scale = NULL, type = c("prop", "count"), control = ...
surveywts-conventions-099	MOVED	.claude/standards/surveywts-conventions.md:208	`calibrate_rake()` | `data, targets, weights = NULL, wt_name = NULL, type = c("prop", "count"), algorithm = c("classic_ipf", "nr"), cap = NULL, control = list(), reference_design = NULL`
surveywts-conventions-100	MOVED	.claude/standards/surveywts-conventions.md:209	`poststratify()` | `data, targets, weights = NULL, wt_name = NULL, type = c("prop", "count"), reference_design = NULL`
surveywts-conventions-101	MOVED	.claude/standards/surveywts-conventions.md:210	`adjust_nonresponse()` | `data, response_status, weights = NULL, by = NULL, wt_name = NULL, method = c("weighting-class", "propensity-cell", "propensity"), formula = NULL, control = list(min_cell =...
surveywts-conventions-102	MOVED	.claude/standards/surveywts-conventions.md:211	`redistribute_weights()` | `data, reduce_if, increase_if, weights = NULL, by = NULL, wt_name = NULL, control = list()`
surveywts-conventions-103	MOVED	.claude/standards/surveywts-conventions.md:212	`trim_weights()` | `data, weights = NULL, lower = NULL, upper = NULL, k = 5, type = c("absolute", "percentile"), strict = FALSE, wt_name = NULL`
surveywts-conventions-104	MOVED	.claude/standards/surveywts-conventions.md:213	`rescale_weights()` | `data, weights = NULL, by = NULL, wt_name = NULL`
surveywts-conventions-105	MOVED	.claude/standards/surveywts-conventions.md:214	`calibrate_to_survey()` | `primary_design, control_design, variables, targets = NULL, type = c("prop", "count"), method = c("rake", "linear", "logit"), algorithm = c("classic_ipf", "nr"), bounds = ...
surveywts-conventions-106	MOVED	.claude/standards/surveywts-conventions.md:215	`calibrate_to_estimate()` | `design, targets, vcov_estimate, method = c("rake", "linear", "logit"), bounds = c(-Inf, Inf), unit_scale = NULL, reference_design = NULL, control = list()`
surveywts-conventions-107	MOVED	.claude/standards/surveywts-conventions.md:216	`effective_sample_size()` | `x, weights = NULL`
surveywts-conventions-108	MOVED	.claude/standards/surveywts-conventions.md:217	`weight_variability()` | `x, weights = NULL`
surveywts-conventions-109	MOVED	.claude/standards/surveywts-conventions.md:218	`summarize_weights()` | `x, weights = NULL, by = NULL`
surveywts-conventions-110	MOVED	.claude/standards/surveywts-conventions.md:219	`as_taylor_design()` | `data`
surveywts-conventions-111	MOVED	.claude/standards/surveywts-conventions.md:220	`ipw()` | `data, reference, selection = NULL, predictors = NULL, missing_method = c("omit", "separate", "impute"), mice_args = list(), method = "logit", estimating_eq = c("gee", "mle"), maxit = 25L...
surveywts-conventions-112	MOVED	.claude/standards/surveywts-conventions.md:226	Before committing any roxygen2 changes:
surveywts-conventions-113	MOVED	.claude/standards/surveywts-conventions.md:228	`devtools::document()` has been run
surveywts-conventions-114	MOVED	.claude/standards/surveywts-conventions.md:229	`NAMESPACE` file has been updated
surveywts-conventions-115	MOVED	.claude/standards/surveywts-conventions.md:230	All exported functions have `@returns` (the plural tag - `@return` is not used anywhere in `R/`)
surveywts-conventions-116	MOVED	.claude/standards/surveywts-conventions.md:231	All `@examples` are runnable
surveywts-conventions-117	MOVED	.claude/standards/surveywts-conventions.md:232	Internal helpers have `@keywords internal` + `@noRd` if needed
surveywts-conventions-118	MOVED	.claude/standards/surveywts-conventions.md:233	`@family` tags are correct (see Section 2)
surveywts-conventions-119	DEDUPED	.claude/standards/r-package-conventions.md:126	surviving text: Call all external package functions with :: . No @importFrom in any source file. Checklist bullet No @importFrom tags anywhere dropped from surveywts-conventions.md section 8; identical requirement stated in r-package-conventions.md.
surveywts-conventions-120	DEDUPED	.claude/standards/r-package-conventions.md:126	surviving text: Call all external package functions with :: . No @importFrom in any source file. Checklist bullet All external calls use :: dropped from surveywts-conventions.md section 8; same sentence in r-package-conventions.md covers both this row and row 119.
surveywts-conventions-121	DEDUPED	.claude/standards/r-package-conventions.md:165	surviving text: All PRs must pass with: / - 0 errors / - 0 warnings / - <=2 notes (see approved notes below). Checklist bullet R CMD check passes with 0 errors, 0 warnings, <=2 notes dropped from surveywts-conventions.md section 8; identical target restated in r-package-conventions.md section 4 (also summarized in its Quick Reference line 15).
