id	verdict	location	evidence
r-package-conventions-030	MOVED	.claude/standards/r-package-conventions.md:77-82	Benchmark variables: \describe{ ... } second-block wrong example, identical to fragment text
r-package-conventions-031	MOVED	.claude/standards/r-package-conventions.md:87-91	Before writing roxygen2 for a new dataset, run: `names(my_dataset)  # get the full column list`
r-package-conventions-032	MOVED	.claude/standards/r-package-conventions.md:93	Then write one `\item{}` per column.
r-package-conventions-033	MOVED	.claude/standards/r-package-conventions.md:93-95	"Use `attr(my_dataset[[col]], \label\"")` to get the original variable label if the dataset came from an SPSS/Stata file."""
r-package-conventions-034	MOVED	.claude/standards/r-package-conventions.md:101	### Export policy: user-facing functions + S7 classes
r-package-conventions-035	MOVED	.claude/standards/r-package-conventions.md:103	Both **user-facing functions** and **S7 class objects** are exported.
r-package-conventions-036	MOVED	.claude/standards/r-package-conventions.md:103	S7 classes are part of the documented API.
r-package-conventions-037	MOVED	.claude/standards/r-package-conventions.md:105	This applies to whichever package **defines** the class.
r-package-conventions-038	MOVED	.claude/standards/r-package-conventions.md:105-106	A package that consumes classes from elsewhere exports none of them.
r-package-conventions-039	MOVED	.claude/standards/r-package-conventions.md:106-108	surveywts is one such package: every class it works with is defined in surveycore, so its `NAMESPACE` holds function exports only — see `surveywts-conventions.md` §6.
r-package-conventions-040	MOVED	.claude/standards/r-package-conventions.md:111-113	# User-facing function — export with @export #' @export my_function <- function(...) { ... }
r-package-conventions-041	MOVED	.claude/standards/r-package-conventions.md:115-117	"# S7 class — export with @export #' @export my_class <- S7::new_class(\my_class\"", ...)"""
r-package-conventions-042	MOVED	.claude/standards/r-package-conventions.md:121	All `.`-prefixed helpers (`.internal_fn()`)
r-package-conventions-043	MOVED	.claude/standards/r-package-conventions.md:122	Internal S7 generics not part of public API
r-package-conventions-044	MOVED	.claude/standards/r-package-conventions.md:124	### `::` everywhere — no `@importFrom`
r-package-conventions-045	MOVED	.claude/standards/r-package-conventions.md:126	Call all external package functions with `::`.
r-package-conventions-046	MOVED	.claude/standards/r-package-conventions.md:126	No `@importFrom` in any source file.
r-package-conventions-047	MOVED	.claude/standards/r-package-conventions.md:130	result <- rlang::enquo(x)
r-package-conventions-048	MOVED	.claude/standards/r-package-conventions.md:131	"cli::cli_abort(\message\"", class = \""error_class\"")"""
r-package-conventions-049	MOVED	.claude/standards/r-package-conventions.md:134	result <- enquo(x)           # requires @importFrom rlang enquo
r-package-conventions-050	MOVED	.claude/standards/r-package-conventions.md:135	"cli_abort(\message\"")         # requires @importFrom cli cli_abort"""
r-package-conventions-051	MOVED	.claude/standards/r-package-conventions.md:138	**Why:** Maximally explicit about function origins. Namespace lookup overhead is negligible for R code (not the bottleneck).
r-package-conventions-052	MOVED	.claude/standards/r-package-conventions.md:140	### No re-exports
r-package-conventions-053	MOVED	.claude/standards/r-package-conventions.md:142	Do not re-export the pipe, tidyselect helpers, or other utility functions.
r-package-conventions-054	MOVED	.claude/standards/r-package-conventions.md:142	Users who need them have tidyverse/rlang loaded.
r-package-conventions-055	MOVED	.claude/standards/r-package-conventions.md:145-148	# Wrong — don't do this #' @importFrom magrittr %>% #' @export `%>%` <- magrittr::`%>%`
r-package-conventions-056	MOVED	.claude/standards/r-package-conventions.md:151	### `NAMESPACE` is never manually edited
r-package-conventions-057	MOVED	.claude/standards/r-package-conventions.md:153	`NAMESPACE` carries the `# Generated by roxygen2: do not edit by hand` header.
r-package-conventions-058	MOVED	.claude/standards/r-package-conventions.md:153	It is a build artifact.
r-package-conventions-059	MOVED	.claude/standards/r-package-conventions.md:155	**Every export, import, and S3 method registration must come from a roxygen2 tag.**
r-package-conventions-060	MOVED	.claude/standards/r-package-conventions.md:157	If roxygen2 can't express something, find a roxygen2 solution — do not work around it with manual edits.
r-package-conventions-061	MOVED	.claude/standards/r-package-conventions.md:166	0 errors
r-package-conventions-062	MOVED	.claude/standards/r-package-conventions.md:167	0 warnings
r-package-conventions-063	MOVED	.claude/standards/r-package-conventions.md:168	≤2 notes (see approved notes below)
r-package-conventions-064	MOVED	.claude/standards/r-package-conventions.md:172	These two notes are acceptable and do not block merging:
r-package-conventions-065	MOVED	.claude/standards/r-package-conventions.md:176	`no visible binding for global variable 'X'` | Tidy-select bare names | Universal in tidy packages
r-package-conventions-066	MOVED	.claude/standards/r-package-conventions.md:177	`checking CRAN incoming feasibility` | Package not on CRAN yet | Informational only
r-package-conventions-067	MOVED	.claude/standards/r-package-conventions.md:179	Any other note is treated as a bug and blocks the PR.
r-package-conventions-068	MOVED	.claude/standards/r-package-conventions.md:181	"### NSE \no visible binding\"" notes: accept, don't suppress"""
r-package-conventions-069	MOVED	.claude/standards/r-package-conventions.md:183	Do not suppress NSE notes with `utils::globalVariables()`.
r-package-conventions-070	MOVED	.claude/standards/r-package-conventions.md:183	Do not change examples to use `.data$var` syntax.
r-package-conventions-071	MOVED	.claude/standards/r-package-conventions.md:185	The note is pre-approved. Accept it and move on.
r-package-conventions-072	MOVED	.claude/standards/r-package-conventions.md:189-191	**Local development:** `devtools::check()  # Fast feedback, no --as-cran flag`
r-package-conventions-073	MOVED	.claude/standards/r-package-conventions.md:194-196	"**CI (GitHub Actions):** `args: 'c(\--as-cran\"", \""--no-manual\"")'`"""
r-package-conventions-074	MOVED	.claude/standards/r-package-conventions.md:199	Switch to `--as-cran` locally only in the Polish release when CRAN submission is imminent.
r-package-conventions-075	MOVED	.claude/standards/r-package-conventions.md:201-203	Run `devtools::document()` **before committing** any file that changes roxygen2 content
r-package-conventions-076	MOVED	.claude/standards/r-package-conventions.md:208	git add NAMESPACE man/my_function.Rd
r-package-conventions-077	MOVED	.claude/standards/r-package-conventions.md:209	"git commit -m \docs(functions): update roxygen\"""""
r-package-conventions-078	MOVED	.claude/standards/r-package-conventions.md:212	NAMESPACE and `man/` files are committed to version control
r-package-conventions-079	MOVED	.claude/standards/r-package-conventions.md:212	must be in sync with source.
r-package-conventions-080	MOVED	.claude/standards/r-package-conventions.md:216	Specify **lower bounds** for all `Imports` dependencies.
r-package-conventions-081	MOVED	.claude/standards/r-package-conventions.md:216	Set the bound to the oldest version where the required feature exists.
r-package-conventions-082	MOVED	.claude/standards/r-package-conventions.md:220	cli (>= 3.6.0),        # cli_abort() with class= argument
r-package-conventions-083	MOVED	.claude/standards/r-package-conventions.md:221	rlang (>= 1.1.0),      # rlang::check_required()
r-package-conventions-084	MOVED	.claude/standards/r-package-conventions.md:222	S7 (>= 0.1.0)          # S7 class system
r-package-conventions-085	MOVED	.claude/standards/r-package-conventions.md:224	Suggests: testthat (>= 3.0.0)
r-package-conventions-086	MOVED	.claude/standards/r-package-conventions.md:227	Do NOT use exact version pins (`==`).
r-package-conventions-087	MOVED	.claude/standards/r-package-conventions.md:227	They are rejected by CRAN and too fragile.
r-package-conventions-088	MOVED	.claude/standards/r-package-conventions.md:231-235	"restored after the Phase B auditor found it LOST: ""All surveyverse packages include the standard DESCRIPTION fields."" Template stays deleted per B6."
r-package-conventions-089	DELETED	 	"Approved under B6 (spec §5.2, §13.3): the DESCRIPTION field template is the cached block; ""Package: surveyXXX"" is part of that template, now absent from .claude/standards/r-package-conventions.md."
r-package-conventions-090	DELETED	 	"Approved under B6 — ""Title: [Descriptive title matching the package role]"" was part of the deleted DESCRIPTION template."
r-package-conventions-091	DELETED	 	"Approved under B6 — ""Version: 0.0.0.9000"" was part of the deleted DESCRIPTION template."
r-package-conventions-092	DELETED	 	"Approved under B6 — ""Authors@R: person(...)"" was part of the deleted DESCRIPTION template."
r-package-conventions-093	DELETED	 	"Approved under B6 — ""Description: [1-2 sentence description...]"" was part of the deleted DESCRIPTION template."
r-package-conventions-094	DELETED	 	"Approved under B6 — ""License: GPL-3"" was part of the deleted DESCRIPTION template."
r-package-conventions-095	DELETED	 	"Approved under B6 — ""Encoding: UTF-8"" was part of the deleted DESCRIPTION template."
r-package-conventions-096	DELETED	 	"Approved under B6 — ""Roxygen: list(markdown = TRUE)"" was part of the deleted DESCRIPTION template."
r-package-conventions-097	DELETED	 	"Approved under B6 — ""RoxygenNote: 7.x.x"" was part of the deleted DESCRIPTION template."
r-package-conventions-098	DELETED	 	Approved under B7 (spec §5.2, §13.3): this is the heading introducing the surveypkg-package.R template block, which is the cached block B7 approves removing.
r-package-conventions-099	MOVED	.claude/standards/r-package-conventions.md:237-239	"restored after the Phase B auditor found it LOST: ""Every surveyverse package has a documented entry point"" with the _PACKAGE sentinel and the live example path. Template stays deleted per B7."
r-package-conventions-100	DELETED	 	"Approved under B7 — ""#' surveytidy: dplyr/tidyr verbs for survey objects"" was part of the deleted surveypkg-package.R template."
r-package-conventions-101	DELETED	 	"Approved under B7 — the ""@description ... surveytidy provides dplyr and tidyr verbs..."" block was part of the deleted template."
r-package-conventions-102	DELETED	 	"Approved under B7 — the ""@section Key Functions:"" block was part of the deleted template."
r-package-conventions-103	DELETED	 	"Approved under B7 — the ""@section Documentation:"" block was part of the deleted template."
r-package-conventions-104	DELETED	 	"Approved under B7 — ""@keywords internal"" (as part of the surveypkg-package.R template) was part of the deleted template."
r-package-conventions-105	DELETED	 	"Approved under B7 — ""\""_PACKAGE\"""" (as part of the surveypkg-package.R template) was part of the deleted template."
r-package-conventions-106	DELETED	 	"Approved under C1 (spec §5.3, §13.4): ""Summary for All Packages"" block deleted as self-restatement. Underlying rule survives as MOVED at .claude/standards/r-package-conventions.md:11 and :124-126 (import style, no @importFrom)."
r-package-conventions-107	DELETED	 	Approved under C1 — restates the NAMESPACE-never-hand-edited rule, which survives as MOVED at .claude/standards/r-package-conventions.md:151-157.
r-package-conventions-108	DELETED	 	Approved under C1 — restates the devtools::document() cadence rule, which survives as MOVED at .claude/standards/r-package-conventions.md:12 and :201-203.
r-package-conventions-109	DELETED	 	Approved under C1 — restates the devtools::check() cadence rule, which survives as MOVED at .claude/standards/r-package-conventions.md:13 and :189-191.
r-package-conventions-110	DELETED	 	Approved under C1 — restates the export-policy rule, which survives as MOVED at .claude/standards/r-package-conventions.md:16 and :101-103.
r-package-conventions-111	DELETED	 	Approved under C1 — restates the dataset codoc rule, which survives as MOVED at .claude/standards/r-package-conventions.md:20 and :52-53.
r-package-conventions-112	DELETED	 	Approved under C1 — restates the function-documentation pointer, which survives as MOVED at .claude/standards/r-package-conventions.md:18 and :26-28.
r-package-conventions-113	DELETED	 	"Approved under C1 — restates the ""package-specific details"" pointer, which survives as MOVED at .claude/standards/r-package-conventions.md:3."
